Unique_ID,AnimalName,AnimalClass,AnimalBreed,AnimalColour,AnimalGender,AnimalDesexed,locality,OBJECTID
5026,Mooty,Concession,Maltese,White,F,N,GREENACRES,4026
5027,Gnasher,Standard,Staffordshire Bull Terrier,Brown & Tan,M,N,GREENACRES,4027
5028,GEMMA,Desexed/Pension/Microchipped,Labrador,Black,F,Y,GREENACRES,4028
5029,Gina,Desexed/Microchipped,Border Collie,Black & White,F,Y,BROADVIEW,4029
5030,Lachie,Desexed/Pension/Microchipped,Poodle,Chocolate,M,Y,BROADVIEW,4030
5031,Jellie Challis,Desexed/Concession,Chihuahua,Black,F,Y,BROADVIEW,4031
5032,Pumpkin,Desexed/Concession,Chihuahua,Tan & Brown,F,Y,BROADVIEW,4032
5033,Monty,Desexed,Maltese,White,M,Y,BROADVIEW,4033
5034,Coco,Desexed/Microchipped,Maltese,Grey,F,Y,BROADVIEW,4034
5035,Boston,Microchipped,Pug,Tan,M,N,BROADVIEW,4035
5036,Siegried,Desexed,Labrador,Black & Yellow,M,Y,BROADVIEW,4036
5037,Tammy,Desexed,Jack Russell Terrier,Black & White,F,Y,BROADVIEW,4037
5038,Holly,Desexed/Concession/Microchipped,Golden Retriever,Gold & White,F,Y,BROADVIEW,4038
5039,Louis,Desexed/Concession/Microchipped,German Shepherd,Black & Tan,M,Y,BROADVIEW,4039
5040,Max,Desexed,Fox Terrier,Brown,M,Y,BROADVIEW,4040
5041,CJ,Desexed,Bull Arab,Beige,F,Y,BROADVIEW,4041
5042,Kazpa,Desexed/Pension/Microchipped,Rhodesian Ridgeback,Brindle,M,Y,BROADVIEW,4042
5043,Lou Lou,Desexed/Pension/Microchipped,Maltese,White & Grey,F,Y,BROADVIEW,4043
5044,Buddy,Desexed/Concession/Microchipped,Terrier,White,M,Y,CROYDON PARK,4044
5045,Dex,Standard,Rottweiler,Sandy,M,N,CROYDON PARK,4045
5046,Happy,Pension,Staffordshire Bull Terrier,Black & Brindle,F,N,SEFTON PARK,4046
5047,Jess,Desexed/Pension/Microchipped,Kelpie,Black & Tan,F,Y,SEFTON PARK,4047
5048,Peppi,Desexed/Microchipped,Pug,Fawn & Black,F,Y,SEFTON PARK,4048
5049,Scratch,Desexed/Microchipped,American Staffordshire Bull Terrier,Blue & Tan,M,Y,SEFTON PARK,4049
5050,TIA,Desexed/Obedience,American Staffordshire Bull Terrier,Brown & White,F,Y,SEFTON PARK,4050
5051,Sissy,Pension,Pomeranian,White & Tan,F,N,MANSFIELD PARK,4051
5052,Sushi,Desexed/Pension/Microchipped,Maltese,Cream,M,Y,MANSFIELD PARK,4052
5053,Bam Bi,Concession,German Shepherd,Black & Gold,F,N,MANSFIELD PARK,4053
5054,Co Co,Concession,Chihuahua,Gold,F,N,MANSFIELD PARK,4054
5055,Tasha,Pension,German Shepherd,Black & Tan,F,N,MANSFIELD PARK,4055
5056,Maxi,Desexed/Pension,Cavalier King Charles Spaniel,Unknown,M,Y,MANSFIELD PARK,4056
5057,Mimi,Desexed/Pension,Cavalier King Charles Spaniel,Blenheim,F,Y,MANSFIELD PARK,4057
5058,Latte,Microchipped,Labrador,Yellow,F,N,MANSFIELD PARK,4058
5059,Collie,Microchipped,Border Collie,Black & White,M,N,MANSFIELD PARK,4059
5060,Betty,Desexed/Microchipped,Maltese Terrier,White,F,Y,CROYDON PARK,4060
5061,Timmy Lewis,Desexed/Microchipped,Maltese Terrier,White,M,Y,CROYDON PARK,4061
5062,puppy,Desexed/Pension,Jack Russell Terrier,Unknown,M,Y,CROYDON PARK,4062
5063,Bonnie,Desexed/Microchipped,Border Collie,Black & White,F,Y,CROYDON PARK,4063
5064,Candy,Desexed/Microchipped,Maltese,White,F,Y,CROYDON PARK,4064
5065,Roxy,Desexed/Pension/Microchipped,Chihuahua,Brown & Tan,F,Y,ENFIELD,4065
5066,Phoebe,Desexed/Pension/Microchipped/Obedience,Maltese,Black & White,F,Y,ENFIELD,4066
5067,Jasper,Desexed/Microchipped,Kelpie,Black & Tan,M,Y,WINDSOR GARDENS,4067
5068,Theo,Desexed/Pension/Microchipped,Bichon Frise,White,M,Y,WINDSOR GARDENS,4068
5069,Ruby,Desexed/Microchipped,Schnauzer,Black & Tan,F,Y,WINDSOR GARDENS,4069
5070,Monty,Desexed/Microchipped,Golden Retriever,Cream,M,Y,WINDSOR GARDENS,4070
5071,ALLIE,Desexed/Pension/Microchipped,Scotch Terrier,Black,F,Y,WINDSOR GARDENS,4071
5072,Lockie,Desexed/Pension/Microchipped,Scotch Terrier,Black,M,Y,WINDSOR GARDENS,4072
5073,Mini Moto,Desexed/Pension/Microchipped/Obedience,Maltese,Black & White,F,Y,WINDSOR GARDENS,4073
5074,Spotty,Desexed/Microchipped,Jack Russell Terrier,White & Tan,M,Y,WINDSOR GARDENS,4074
5075,Hildi,Desexed/Pension/Microchipped,Maltese,Black & Grey,F,Y,WINDSOR GARDENS,4075
5076,SIMBA,Desexed/Pension/Microchipped,Cairn Terrier,Tan & Black,F,Y,WINDSOR GARDENS,4076
5077,Rexe,Desexed/Pension/Microchipped,Jack Russell Terrier,Tan & White,M,Y,WINDSOR GARDENS,4077
5078,Lacis,Desexed/Microchipped,Terrier,Black & Tan,F,Y,WINDSOR GARDENS,4078
5079,Sage,Desexed/Pension/Microchipped,Kelpie,Black & Tan,F,Y,WINDSOR GARDENS,4079
5080,Ollie,Desexed/Microchipped/Obedience,Maltese,Champagne,M,Y,WINDSOR GARDENS,4080
5081,Ruby Diamond,Desexed/Microchipped,Maltese,Black & White,F,Y,WINDSOR GARDENS,4081
5082,Rex,Desexed/Microchipped,Chihuahua,Tan,M,Y,WINDSOR GARDENS,4082
5083,Tarsh,Desexed/Microchipped,Chihuahua,Black,F,Y,WINDSOR GARDENS,4083
5084,Cooper,Desexed/Pension/Microchipped,Labrador,Gold,M,Y,WINDSOR GARDENS,4084
5085,Rocky,Desexed/Pension/Microchipped,Rhodesian Ridgeback,Brindle,M,Y,WINDSOR GARDENS,4085
5086,Henry,Desexed/Pension,Chihuahua,White,F,Y,WINDSOR GARDENS,4086
5087,Molly,Desexed/Microchipped/Obedience,Cocker Spaniel,Black,F,Y,WINDSOR GARDENS,4087
5088,Oscar,Desexed/Microchipped,Maltese Terrier,White,M,Y,WINDSOR GARDENS,4088
5089,Luna,Desexed,Chihuahua,Caramel,M,Y,WINDSOR GARDENS,4089
5090,Billie Baxter,Desexed/Microchipped,Beagle,Tri Colour,M,Y,WINDSOR GARDENS,4090
5091,Madelene,Desexed/Microchipped,Beagle,Tri Colour,F,Y,WINDSOR GARDENS,4091
5092,Billy,Desexed/Concession/Microchipped,Poodle,Black,M,Y,WINDSOR GARDENS,4092
5093,Roxy,Concession,Jack Russell Terrier,Black & White,F,N,WINDSOR GARDENS,4093
5094,Nicola,Microchipped/Obedience,Labrador,Yellow,M,N,WINDSOR GARDENS,4094
5095,Sakai (Sadie),Desexed/Microchipped,Rottweiler,Black & Tan,F,Y,WINDSOR GARDENS,4095
5096,Bella,Desexed/Microchipped/Obedience,Kelpie,Black,F,Y,WINDSOR GARDENS,4096
5097,Rhynstone Joey,Greyhound,Greyhound,Black,M,N,WINDSOR GARDENS,4097
5098,Trippin Trish,Greyhound,Greyhound,Black,F,N,WINDSOR GARDENS,4098
5099,Harry,Desexed/Concession/Microchipped,Labrador,Black,M,Y,WINDSOR GARDENS,4099
5100,Leela,Desexed/Concession/Microchipped,Red Heeler,Red,F,Y,WINDSOR GARDENS,4100
5101,Archer,Concession,Staffordshire Bull Terrier,Brown,M,N,WINDSOR GARDENS,4101
5102,Dan,Desexed/Pension,Fox Terrier,Tan & White,M,Y,WINDSOR GARDENS,4102
5103,Josh,Desexed,Maremma Sheepdog,White,M,Y,MANNINGHAM,4103
5104,Kadlinga Midnight,Desexed/Pension/Microchipped,Labrador,Black,M,Y,MANNINGHAM,4104
5105,Katie,Desexed/Pension/Microchipped,Labrador,Sandy,F,Y,MANNINGHAM,4105
5106,Max,Desexed/Obedience,Kelpie,Black,M,Y,MANNINGHAM,4106
5107,Chester,Desexed/Microchipped,Golden Retriever,Gold,M,Y,MANNINGHAM,4107
5108,Tuppy,Desexed/Microchipped,Golden Retriever,Gold,F,Y,MANNINGHAM,4108
5109,Mak,Desexed/Microchipped,Mastiff,Brindle,M,Y,MANNINGHAM,4109
5110,Ferraria,Desexed/Pension/Microchipped,Kelpie,Red & Tan,F,Y,MANNINGHAM,4110
5111,Benson,Desexed/Microchipped/Obedience,Terrier,Black & White,M,Y,MANNINGHAM,4111
5112,Emery,Desexed/Microchipped/Obedience,Dalmation,White,M,Y,MANNINGHAM,4112
5113,Barney,Desexed/Microchipped,Golden Retriever,White,M,Y,MANNINGHAM,4113
5114,Biskit,Desexed/Microchipped,Golden Retriever,Gold,M,Y,MANNINGHAM,4114
5115,Sonic,Desexed/Microchipped,Labrador,Gold,M,Y,MANNINGHAM,4115
5116,Nicky,Desexed,Cavoodle,White,F,Y,MANNINGHAM,4116
5117,Bella,Concession,Poodle,Black,F,N,BLAIR ATHOL,4117
5118,Ace,Concession/Microchipped,Pug,Fawn,M,N,BLAIR ATHOL,4118
5119,honey,Desexed/Microchipped,Labrador,Gold,F,Y,BLAIR ATHOL,4119
5120,Audrey,Desexed,Maltese,Blonde,F,Y,MANNINGHAM,4120
5121,Libby,Desexed/Microchipped,Chihuahua,Brown,F,Y,MANNINGHAM,4121
5122,Whippy,Desexed,Whippet,Tan & White,M,Y,MANNINGHAM,4122
5123,Harrison,Desexed/Microchipped,Maltese,Fawn,M,Y,MANNINGHAM,4123
5124,Lilli,Desexed/Microchipped,Jack Russell Terrier,Black & Tan,F,Y,MANNINGHAM,4124
5125,Max,Desexed/Microchipped,Beagle,Tri Colour,M,Y,MANNINGHAM,4125
5126,Panda,Pension,Chihuahua,Black & White,M,N,BLAIR ATHOL,4126
5127,Peppa,Desexed/Microchipped,American Staffordshire Bull Terrier,Brindle,F,Y,VALLEY VIEW,4127
5128,Chachi,Desexed/Microchipped/Obedience,Schnauzer,White,M,Y,VALLEY VIEW,4128
5129,Scooby,Standard,Border Collie,Brown,M,N,VALLEY VIEW,4129
5130,Bella,Desexed/Microchipped,Staffordshire Bull Terrier,Brindle & White,F,Y,VALLEY VIEW,4130
5131,Billy,Standard,Rottweiler,Black & Tan & White,M,N,VALLEY VIEW,4131
5132,Ernie,Desexed,Labrador,Black,M,Y,VALLEY VIEW,4132
5133,Bella,Desexed/Pension/Microchipped,Fox Terrier,Black & White,F,Y,VALLEY VIEW,4133
5134,Gumhaven White Knight,Desexed/Pension/Microchipped,Tenterfield Terrier,White,M,Y,VALLEY VIEW,4134
5135,Ozzie,Desexed/Pension/Microchipped,Tenterfield Terrier,Tri Colour,M,Y,VALLEY VIEW,4135
5136,Mia,Desexed/Pension/Microchipped,Australian Terrier,Black & Tan,F,Y,VALLEY VIEW,4136
5137,Bella,Standard,Shih Tzu,White & Tan,F,N,VALLEY VIEW,4137
5138,Coco,Standard,Lhasa Apso,White,F,N,VALLEY VIEW,4138
5139,Charlie,Desexed/Microchipped,Maltese,White,M,Y,VALLEY VIEW,4139
5140,Teddy,Desexed/Microchipped,Spoodle,Apricot,M,Y,VALLEY VIEW,4140
5141,Bella,Desexed/Concession/Microchipped,Staffordshire Bull Terrier,Brown,F,Y,VALLEY VIEW,4141
5142,Princess,Desexed/Concession,Staffordshire Bull Terrier,White,F,Y,VALLEY VIEW,4142
5143,Griswold,Desexed/Microchipped,Schipperke,Black,M,Y,VALLEY VIEW,4143
5144,Hendrix,Microchipped,Maltese,White,M,N,VALLEY VIEW,4144
5145,Trixie,Standard,Yorkshire Terrier,Brown Black & Gold,F,N,VALLEY VIEW,4145
5146,Hercules,Pension/Microchipped/Obedience,English Staffordshire Bull Terrier,Red & Brindle,M,N,VALLEY VIEW,4146
5147,Millie,Desexed/Pension,Poodle,White,F,Y,VALLEY VIEW,4147
5148,Ozzy,Standard,Border Collie,Black & White,M,N,BLAIR ATHOL,4148
5149,Lili,Concession,American Bulldog,White,F,N,BLAIR ATHOL,4149
5150,Boofa,Desexed/Microchipped,Maltese Terrier,Grey & Tan,M,Y,BLAIR ATHOL,4150
5151,Nikita,Pension,Chihuahua,White,F,N,BLAIR ATHOL,4151
5152,Smoky,Pension,Chihuahua,Brown,M,N,BLAIR ATHOL,4152
5153,Sadie,Desexed/Microchipped,Beagle,Tan & Black,F,Y,BLAIR ATHOL,4153
5154,AXEL,Desexed/Microchipped,English Staffordshire Bull Terrier,Orange,M,Y,BLAIR ATHOL,4154
5155,Poppy,Desexed/Microchipped,Beagle,Tri Colour,F,Y,BLAIR ATHOL,4155
5156,Cooper,Desexed,Maltese,Tan,M,Y,BLAIR ATHOL,4156
5157,Niki,Desexed/Pension,Staffordshire Bull Terrier,Brindle,F,Y,BLAIR ATHOL,4157
5158,Cooper,Standard,Kelpie,Black & Brown,M,N,CLEARVIEW,4158
5159,Alfie,Desexed/Pension/Microchipped,Australian Shepherd,Tri Colour,M,Y,CLEARVIEW,4159
5160,Buddy,Desexed/Microchipped,Border Collie,Black & White,F,Y,CLEARVIEW,4160
5161,Oscar,Desexed/Pension/Microchipped,Cavalier King Charles Spaniel,Tan & White,M,Y,CLEARVIEW,4161
5162,Murphy,Microchipped,Doberman,Black,M,N,CLEARVIEW,4162
5163,Shadow,Desexed/Obedience,Poodle,Black,M,Y,CLEARVIEW,4163
5164,Jack,Standard,Beagle,Tan,M,N,WOODVILLE GARDENS,4164
5165,Lucky,Standard,Jack Russell Terrier,Brown,F,N,WOODVILLE GARDENS,4165
5166,Meki,Standard,Jack Russell Terrier,White,F,N,WOODVILLE GARDENS,4166
5167,Samy,Standard,Chihuahua,Black & White,M,N,WOODVILLE GARDENS,4167
5168,Cherry Luu,Pension,Shih Tzu,White,F,N,WOODVILLE GARDENS,4168
5169,Nori Luu,Pension,Chihuahua,Caramel,M,N,WOODVILLE GARDENS,4169
5170,Max,Desexed/Microchipped,Blue Heeler,Black & Tan,M,Y,WOODVILLE GARDENS,4170
5171,Strawberry,Desexed/Pension/Microchipped,Bull Mastiff,Brindle,F,Y,WOODVILLE GARDENS,4171
5172,Bullet,Standard,Rhodesian Ridgeback,Brindle,M,N,WOODVILLE GARDENS,4172
5173,Scooter,Desexed/Microchipped,Border Collie,Black & White,M,Y,BLAIR ATHOL,4173
5174,Yogi,Desexed/Concession/Microchipped,Labradoodle,Brown & White,M,Y,BLAIR ATHOL,4174
5175,Molly,Desexed/Microchipped,Maltese,White,F,Y,BLAIR ATHOL,4175
5176,Jimmy,Standard,Maltese,White & Beige,M,N,BLAIR ATHOL,4176
5177,Snowy,Concession,Maltese,White,F,N,BLAIR ATHOL,4177
5178,Honey,Pension,Terrier,Grey,F,N,FERRYDEN PARK,4178
5179,Tao Tao,Standard,Kelpie,Brown,F,N,FERRYDEN PARK,4179
5180,Kiki,Standard,Maltese,White,M,N,FERRYDEN PARK,4180
5181,Bindi,Pension/Microchipped,Terrier,Black,F,N,FERRYDEN PARK,4181
5182,kobi,Desexed/Pension/Microchipped,Cavoodle,Beige,M,Y,BROADVIEW,4182
5183,Coco,Microchipped,Poodle - Toy,White,M,N,WINDSOR GARDENS,4183
5184,B. J.,Desexed/Microchipped,Pomeranian,Sandy & White,F,Y,WINDSOR GARDENS,4184
5185,Honey,Desexed/Microchipped,Collie,Sable,F,Y,WINDSOR GARDENS,4185
5186,Tex,Desexed/Microchipped,Border Collie,Black & White,M,Y,WINDSOR GARDENS,4186
5187,Macie,Desexed/Microchipped,Cavalier King Charles Spaniel,Tri Colour,F,Y,CROYDON PARK,4187
5188,Mila,Desexed/Microchipped,Shih Tzu,Tan & Black,F,Y,CROYDON PARK,4188
5189,Makula,Microchipped/Obedience,Boxer,Brindle,U,N,CROYDON PARK,4189
5190,Milley,Desexed/Pension/Microchipped,Maltese,White,F,Y,CROYDON PARK,4190
5191,Lucy,Desexed/Microchipped,Kelpie,Black & White,F,Y,CROYDON PARK,4191
5192,Dexter,Desexed/Microchipped,Cocker Spaniel,Black & White,M,Y,DEVON PARK,4192
5193,Banjo,Desexed/Microchipped,Spoodle,Tri Colour,M,Y,DEVON PARK,4193
5194,Max,Standard,Pomeranian,White & Cream,M,N,DEVON PARK,4194
5195,Ginger,Standard,Poodle,Brown,F,N,DEVON PARK,4195
5196,Trixie,Desexed/Microchipped,Siberian Husky,Brown,F,Y,DEVON PARK,4196
5197,Jack,Desexed/Microchipped,Staffordshire Bull Terrier,Black,M,Y,DEVON PARK,4197
5198,Daisy,Desexed/Pension,Maltese,White & Tan,F,Y,DEVON PARK,4198
5199,Scooter,Desexed/Pension,Maltese,White & Tan,M,Y,DEVON PARK,4199
5200,Yoda,Desexed/Pension/Microchipped,Chihuahua,Tan,M,Y,DEVON PARK,4200
5201,Slim Dusty,Desexed/Pension,Cross Breed,Tan,M,Y,DEVON PARK,4201
5202,DINGO,Desexed,Border Collie,Tan,F,Y,DEVON PARK,4202
5203,Bonnie,Desexed/Pension/Microchipped,Red Heeler,Red Roan,F,Y,DEVON PARK,4203
5204,TINA,Desexed/Pension,Pomeranian,Apricot Brown & White,F,Y,DEVON PARK,4204
5205,Buddy,Desexed/Microchipped,Tenterfield Terrier,Tri Colour,M,Y,DEVON PARK,4205
5206,Daisy,Desexed/Microchipped,Jack Russell Terrier,White & Tan,F,Y,DEVON PARK,4206
5207,Goldie,Desexed/Pension/Microchipped,Rhodesian Ridgeback,Gold,F,Y,ENFIELD,4207
5208,Scottie,Desexed/Pension/Microchipped,Jack Russell Terrier,White,M,Y,ENFIELD,4208
5209,Jasper,Desexed/Microchipped,Poodle,White,M,Y,BLAIR ATHOL,4209
5210,Boeu,Pension,Husky,Black & White & Brindle,M,N,BLAIR ATHOL,4210
5211,Rosie,Desexed/Pension/Microchipped,Staffordshire Bull Terrier,Brindle & White,F,Y,BLAIR ATHOL,4211
5212,Pepe,Desexed/Microchipped,Labrador,Black,M,Y,VALLEY VIEW,4212
5213,Bella,Desexed/Microchipped,Red Heeler,White & Red,F,Y,VALLEY VIEW,4213
5214,Matilda,Microchipped,Chihuahua,White,F,N,VALLEY VIEW,4214
5215,Midge,Desexed/Microchipped,Chihuahua,Brown & Black,F,Y,VALLEY VIEW,4215
5216,Guus,Desexed/Microchipped,Terrier,Tan & Black,M,Y,CLEARVIEW,4216
5217,Riley,Desexed/Microchipped,Kelpie,Black & Tan,F,Y,CLEARVIEW,4217
5218,Sharka,Desexed/Microchipped,Staffordshire Bull Terrier,Tan,M,Y,CLEARVIEW,4218
5219,Lucky,Desexed/Pension,Cross Breed,White & Cream,F,Y,CROYDON PARK,4219
5220,Storm,Desexed/Obedience,Boxer,Brindle,M,Y,CROYDON PARK,4220
5221,Jake,Standard,Bull Mastiff,Brindle,M,N,CROYDON PARK,4221
5222,Marley,Microchipped,Pomeranian,Black,M,N,CROYDON PARK,4222
5223,Jorga,Desexed/Microchipped,English Springer Spaniel,Black & White,F,Y,WINDSOR GARDENS,4223
5224,Elvis Lynch,Standard,Whippet,Fawn & White,M,N,WINDSOR GARDENS,4224
5225,Jaxson,Desexed/Pension/Microchipped,Kelpie,Black & Tan,M,Y,WINDSOR GARDENS,4225
5226,PATCHES,Desexed/Microchipped,Terrier,White,M,Y,KLEMZIG,4226
5227,Venus,Desexed/Pension/Microchipped,Staffordshire Bull Terrier,Black & Brindle,F,Y,KLEMZIG,4227
5228,Wang Xiao Wang,Desexed/Microchipped,Lhasa Apso,Gold & Black & White,M,Y,KLEMZIG,4228
5229,Charlie,Desexed/Microchipped,Spoodle,Chocolate,M,Y,BLAIR ATHOL,4229
5230,MAISIE,Concession,Silky Terrier,Black & Silver,F,N,BLAIR ATHOL,4230
5231,Mikey,Desexed/Concession,Lhasa Apso,White,M,Y,BLAIR ATHOL,4231
5232,Scruffy,Concession,Pekingese,Brown,M,N,BLAIR ATHOL,4232
5233,Horatio (Little Man),Desexed/Pension,Malinois,Cream,M,Y,BLAIR ATHOL,4233
5234,Rana,Desexed/Pension,Pomeranian,Tan,M,Y,BLAIR ATHOL,4234
5235,ROSIE,Desexed/Pension,Terrier,Black & White,F,Y,BLAIR ATHOL,4235
5236,Taeh,Desexed/Pension,Dalmation,Black & White,F,Y,BLAIR ATHOL,4236
5237,tubby,Desexed/Pension,Maltese Terrier,Black & White,M,Y,BLAIR ATHOL,4237
5238,Bazza,Desexed/Microchipped,Labrador,Black,M,Y,BLAIR ATHOL,4238
5239,Radar,Desexed/Microchipped,Rottweiler,Black,M,Y,BLAIR ATHOL,4239
5240,Bobby,Pension,Maltese,White,M,N,BLAIR ATHOL,4240
5241,Mason,Desexed/Microchipped,Staffordshire Bull Terrier,Tan & Sable & White,M,Y,BLAIR ATHOL,4241
5242,Jet,Desexed/Concession,Maltese,White & Brown,M,Y,BLAIR ATHOL,4242
5243,Ginger,Desexed/Microchipped,Doberman,Orange,F,Y,BLAIR ATHOL,4243
5244,Millie,Desexed/Pension,Maltese,White & Brown,F,Y,BLAIR ATHOL,4244
5245,Dundee,Desexed,Maltese,White,M,Y,BLAIR ATHOL,4245
5246,Trixie,Desexed,Maltese,White,F,Y,BLAIR ATHOL,4246
5247,Tommy,Desexed/Pension/Microchipped,Kelpie,Black,M,Y,BLAIR ATHOL,4247
5248,Arli,Desexed/Concession/Microchipped,Labrador,White,M,Y,BLAIR ATHOL,4248
5249,Shadow,Concession/Microchipped/Obedience,German Shepherd - Long Haired,Black & Tan,M,N,BLAIR ATHOL,4249
5250,Molly,Desexed,Labrador,Black,F,Y,BLAIR ATHOL,4250
5251,Bowzer,Pension,Labrador,Black,M,N,KILBURN,4251
5252,Kookie,Desexed/Pension/Microchipped,Maltese Terrier,White,F,Y,CROYDON PARK,4252
5253,SIMBA,Standard,Terrier,Black & Tan,M,N,CROYDON PARK,4253
5254,Axel,Microchipped,Shepherd,Black,M,N,CROYDON PARK,4254
5255,Buddie,Desexed/Microchipped,Labrador,Black,M,Y,CROYDON PARK,4255
5256,Elly,Standard,Staffordshire Bull Terrier,White,F,N,CROYDON PARK,4256
5257,Butch,Desexed/Microchipped,Lhasa Apso,Sable,M,Y,CROYDON PARK,4257
5258,Beau,Desexed/Microchipped,Bichon Frise,White,M,Y,CROYDON PARK,4258
5259,Nikita,Desexed/Concession/Microchipped,Akita,Black & White,F,Y,CROYDON PARK,4259
5260,Pizza,Desexed/Microchipped,Beagle,Lemon & White,F,Y,CROYDON PARK,4260
5261,Boss,Standard,American Staffordshire Bull Terrier,Black & White,M,N,GILLES PLAINS,4261
5262,Max,Desexed/Microchipped,Blue Heeler,Grey & White,M,Y,GILLES PLAINS,4262
5263,TESS,Desexed/Pension/Microchipped,Jack Russell Terrier,Cream,F,Y,NORTHFIELD,4263
5264,Chico Colombo,Desexed/Microchipped,Chihuahua,Chocolate,M,Y,WINDSOR GARDENS,4264
5265,JJ,Desexed/Pension/Microchipped,Cavalier King Charles Spaniel,White & Brown,F,Y,GREENACRES,4265
5266,Oreo,Desexed/Microchipped,Border Collie,Black & White,F,Y,FERRYDEN PARK,4266
5267,Mimi,Desexed/Pension,Maltese,Tan & White,F,Y,FERRYDEN PARK,4267
5268,Sally,Desexed/Pension/Microchipped,Fox Terrier,Black & White,F,Y,NORTHFIELD,4268
5269,Max,Desexed/Concession/Microchipped,Fox Terrier,White,M,Y,NORTHFIELD,4269
5270,Zeb,Desexed/Microchipped/Obedience,Kelpie,Black & White,M,Y,NORTHFIELD,4270
5271,Fifi,Desexed/Pension/Microchipped,Pomeranian,Tan,F,Y,NORTHFIELD,4271
5272,Jaffa,Desexed,Chow Chow,Tan & Brindle,F,Y,WINDSOR GARDENS,4272
5273,Ciccio,Desexed/Microchipped,Poodle - Toy,Tan & White,M,Y,MANNINGHAM,4273
5274,Monty,Desexed/Microchipped,Terrier,White & Black,M,Y,MANNINGHAM,4274
5275,ruby,Desexed/Microchipped,Maltese,White & Apricot,F,Y,MANNINGHAM,4275
5276,Basil,Desexed/Microchipped/Obedience,Australian Bulldog,Brown & White,M,Y,MANNINGHAM,4276
5277,Daisy,Desexed/Microchipped/Obedience,English Staffordshire Bull Terrier,Brindle,F,Y,MANNINGHAM,4277
5278,Tippy,Desexed/Pension/Microchipped,Maltese Terrier,Brown & White,F,Y,MANNINGHAM,4278
5279,Bella,Standard,Blue Heeler,Blue,F,N,CLEARVIEW,4279
5280,Ejay,Desexed,Labradoodle,Gold,M,Y,CLEARVIEW,4280
5281,Violet,Microchipped,Blue Heeler,Blue & Black,F,N,CLEARVIEW,4281
5282,Rosie,Desexed,Terrier,Tan,F,Y,CLEARVIEW,4282
5283,Leo,Desexed/Microchipped,Rhodesian Ridgeback,Wheaton,M,Y,BLAIR ATHOL,4283
5284,Blair,Desexed/Microchipped,Schnauzer,Salt & Pepper,M,Y,BLAIR ATHOL,4284
5285,Millie,Desexed/Microchipped,American Staffordshire Bull Terrier,White & Brindle,F,Y,BLAIR ATHOL,4285
5286,Milly,Desexed/Pension,Jack Russell Terrier,White,F,Y,BLAIR ATHOL,4286
5287,Scooby,Desexed/Microchipped,Fox Terrier,Black & White,F,Y,BLAIR ATHOL,4287
5288,Slim,Desexed/Microchipped,Red Heeler,Red,M,Y,BLAIR ATHOL,4288
5289,Cindy,Standard,Maltese,White,F,N,BLAIR ATHOL,4289
5290,Lucy Cutajar,Standard,Shih Tzu,White & Brown,F,N,BLAIR ATHOL,4290
5291,bella,Desexed/Pension/Microchipped,Labrador,Gold,F,Y,BLAIR ATHOL,4291
5292,Henry,Concession/Microchipped,Labrador,Black,M,N,BLAIR ATHOL,4292
5293,Pumpkin,Microchipped,Labrador,Gold,F,N,BLAIR ATHOL,4293
5294,Narlee,Standard,German Shepherd,Black,F,N,BLAIR ATHOL,4294
5295,Rocky,Desexed/Pension/Microchipped,German Shepherd - Long Haired,Black & Tan,M,Y,BLAIR ATHOL,4295
5296,Mozart,Desexed/Microchipped,German Shepherd,Black & Gold,M,Y,BLAIR ATHOL,4296
5297,Halo,Desexed/Concession/Microchipped/Obedience,Pugalier,Black,F,Y,BLAIR ATHOL,4297
5298,Ebony,Desexed/Microchipped,Labrador,Black,F,Y,BLAIR ATHOL,4298
5299,Mia,Desexed/Pension/Microchipped,Bull Terrier,Black & White & Brindle,F,Y,BLAIR ATHOL,4299
5300,Penny,Desexed/Microchipped,Spoodle,Apricot,F,Y,HAMPSTEAD GARDENS,4300
5301,Jack,Desexed/Microchipped,Cocker Spaniel,White,M,Y,HAMPSTEAD GARDENS,4301
5302,Benji,Desexed/Pension,Poodle,Black,M,Y,HAMPSTEAD GARDENS,4302
5303,Sharnie,Desexed/Microchipped/Obedience,German Shepherd,Black & Tan,F,Y,KLEMZIG,4303
5304,Mini,Desexed/Pension/Microchipped,Poodle,Cream,F,Y,KLEMZIG,4304
5305,Ella,Standard,Blue Heeler,Black & Tan & Roan,F,N,KLEMZIG,4305
5306,Bobby,Desexed/Pension,Maltese,Brown & White,M,Y,WOODVILLE GARDENS,4306
5307,Rockie,Pension,Akita,Brown & Black,M,N,WOODVILLE GARDENS,4307
5308,Charlie,Pension/Microchipped,West Highland Terrier,White,M,N,WOODVILLE GARDENS,4308
5309,Mac,Desexed/Pension/Microchipped,West Highland Terrier,White,M,Y,WOODVILLE GARDENS,4309
5310,Bella,Desexed,Maltese,White,F,Y,NORTHFIELD,4310
5311,Maxie,Desexed/Microchipped,Cavoodle,Tan,M,Y,NORTHFIELD,4311
5312,Jessie,Desexed/Microchipped,Pomeranian,Brown,F,Y,NORTHFIELD,4312
5313,Missy,Desexed/Microchipped,Pomeranian,White & Brown,F,Y,NORTHFIELD,4313
5314,Jake,Desexed/Microchipped,Kelpie,Tan & White,M,Y,GREENACRES,4314
5315,Lucy,Concession,Kelpie,Black,F,N,GREENACRES,4315
