Unique_ID,AnimalName,AnimalClass,AnimalBreed,AnimalColour,AnimalGender,AnimalDesexed,locality,OBJECTID
1301,Bridget-Jones,Desexed/Microchipped,Terrier,Sandy & White,F,Y,CLEARVIEW,301
1302,Buddy,Desexed/Microchipped,Maltese,Black & White,M,Y,CLEARVIEW,302
1303,Jessie,Microchipped,Pointer,Black,F,N,CLEARVIEW,303
1304,Milo,Desexed/Microchipped/Obedience,Heeler,Brindle,M,Y,CLEARVIEW,304
1305,Chewie,Desexed/Microchipped,Jack Russell Terrier,Tan & White,F,Y,CLEARVIEW,305
1306,Rambo,Desexed/Microchipped,Labradoodle,Black,M,Y,CLEARVIEW,306
1307,Axel,Microchipped,Labrador,Gold,M,N,CLEARVIEW,307
1308,Loki,Desexed/Microchipped/Obedience,Labrador,Brown,M,Y,CLEARVIEW,308
1309,Raffity,Desexed/Pension/Microchipped,Tenterfield Terrier,White & Brown,M,Y,MANSFIELD PARK,309
1310,Bella,Desexed/Microchipped,Maltese Terrier,White,F,Y,MANSFIELD PARK,310
1311,Founder,Desexed/Obedience,Kelpie,Black & Tan,F,Y,NORTHFIELD,311
1312,Bonnie,Desexed/Microchipped,Staffordshire Bull Terrier,Black,F,Y,KLEMZIG,312
1313,Arnie,Standard,Poodle,Black,M,N,KLEMZIG,313
1314,Bella,Desexed/Pension/Microchipped,Bull Mastiff,Black,F,Y,KLEMZIG,314
1315,Pepper,Desexed/Microchipped,Labrador,Black,F,Y,KLEMZIG,315
1316,Mixka,Standard,Boxer,Brown & Black,M,N,KLEMZIG,316
1317,Marcus,Pension,Siberian Husky,White & Grey,M,N,KLEMZIG,317
1318,Cabel,Pension,Jack Russell Terrier,Tan & White,F,N,KLEMZIG,318
1319,Gypsy,Desexed/Pension/Microchipped,Jack Russell Terrier,Tan & White,F,Y,KLEMZIG,319
1320,Daisy,Desexed/Pension/Microchipped,Maltese,White & Grey,F,Y,KLEMZIG,320
1321,Tarlee,Desexed/Microchipped,Husky,White & Black,F,Y,KLEMZIG,321
1322,SPUD,Desexed/Microchipped,Chihuahua,Tan,M,Y,KLEMZIG,322
1323,Fergus,Desexed/Concession/Microchipped,Cocker Spaniel,Gold,M,Y,KLEMZIG,323
1324,BJ,Desexed/Pension,Chihuahua,Tri Colour,M,Y,KLEMZIG,324
1325,Rocket,Desexed/Microchipped,Chihuahua,Tan & Brown,M,Y,KLEMZIG,325
1326,CLIPPER,Standard,Kelpie,Black & White,M,N,KLEMZIG,326
1327,Sandy,Desexed/Microchipped,Terrier,Tan & White,M,Y,KLEMZIG,327
1328,Apex,Desexed/Microchipped/Obedience,White Swiss Shepherd,White,M,Y,KLEMZIG,328
1329,Xanthe,Microchipped/Obedience,White Swiss Shepherd,White,F,N,KLEMZIG,329
1330,Jett,Desexed/Microchipped,Border Collie,Black & White,M,Y,HAMPSTEAD GARDENS,330
1331,Freddie,Desexed/Microchipped,Shetland Sheepdog (Sheltie),Sable & White,M,Y,HAMPSTEAD GARDENS,331
1332,Zac,Desexed/Microchipped,Shetland Sheepdog (Sheltie),Sable,M,Y,HAMPSTEAD GARDENS,332
1333,Billy Bob,Microchipped,Kelpie,Red & Brown,M,N,HAMPSTEAD GARDENS,333
1334,Coco,Desexed/Microchipped/Obedience,Silky Terrier,Grey & Black,F,Y,ENFIELD,334
1335,Toby McCusker,Desexed/Microchipped/Obedience,Labrador,Black,M,Y,ENFIELD,335
1336,Pepper,Desexed/Pension/Microchipped,Jack Russell Terrier,Black & Tan,F,Y,ENFIELD,336
1337,Bella,Desexed/Microchipped,Labrador,Gold,F,Y,ENFIELD,337
1338,oscar,Desexed,Cocker Spaniel,Black,M,Y,ENFIELD,338
1339,Chance,Microchipped,Alaskan Malamute,Grey & White,M,N,ENFIELD,339
1340,Velvet,Microchipped,Alaskan Malamute,Black & White,F,N,ENFIELD,340
1341,Bella,Pension,American Staffordshire Bull Terrier,Chocolate,F,N,ENFIELD,341
1342,Buddy,Concession,Staffordshire Bull Terrier,Brindle,M,N,ENFIELD,342
1343,Oscar,Desexed,Jack Russell Terrier,Brown,M,Y,ENFIELD,343
1344,Daisy,Pension,Fox Terrier,Black & White,F,N,ENFIELD,344
1345,Lilly,Desexed/Microchipped,Border Terrier,Black & Tan,F,Y,ENFIELD,345
1346,Parker,Desexed/Microchipped,Border Terrier,Blue & Tan,M,Y,ENFIELD,346
1347,Joe,Desexed/Microchipped,Bull Mastiff,Tan,M,Y,ENFIELD,347
1348,Chopper,Pension,Kelpie,Brown & Black,M,N,ENFIELD,348
1349,Sari,Pension,Kelpie,Brown,F,N,ENFIELD,349
1350,Cooper,Desexed/Microchipped,Jack Russell Terrier,Brown,M,Y,ENFIELD,350
1351,Olive,Desexed/Microchipped,Fox Terrier,White,F,Y,ENFIELD,351
1352,Kaylah,Desexed/Microchipped,Rottweiler,Black,F,Y,KLEMZIG,352
1353,Kelsie,Desexed/Microchipped,Kelpie,Wheaton,F,Y,KLEMZIG,353
1354,Gina,Desexed/Microchipped,Jack Russell Terrier,White & Tan,F,Y,KLEMZIG,354
1355,Bam Bam,Concession,Labrador,Black,M,N,KLEMZIG,355
1356,Peaches,Desexed/Concession/Microchipped,Poodle - Toy,White & Cream,F,Y,KLEMZIG,356
1357,Tati,Desexed,Schnauzer,Black & Grey,F,Y,KLEMZIG,357
1358,Coco,Pension,Maltese,White,M,N,KLEMZIG,358
1359,Mine Baby Girl,Desexed/Pension,Jack Russell Terrier,Black & White,F,Y,KLEMZIG,359
1360,Sarah,Desexed,Greyhound,Black,F,Y,KLEMZIG,360
1361,Zero,Desexed/Microchipped,American Staffordshire Bull Terrier,Blue,M,Y,ENFIELD,361
1362,SASHA,Desexed/Microchipped,Kelpie,Brown,F,Y,ENFIELD,362
1363,Bailey,Concession,Akita,Tan,F,N,ENFIELD,363
1364,Bear,Concession,Akita,Grey & White,M,N,ENFIELD,364
1365,Alfie,Desexed,Maltese,Beige,M,Y,ENFIELD,365
1366,Sandy,Pension,Chihuahua,Gold,F,N,ENFIELD,366
1367,Dudley,Desexed/Microchipped,Pug,Tan & Black,M,Y,WINDSOR GARDENS,367
1368,Hobbsy,Desexed/Microchipped,Labrador,Red,M,Y,WINDSOR GARDENS,368
1369,Molly,Microchipped,Labrador,Blonde,F,N,WINDSOR GARDENS,369
1370,Connie,Microchipped,German Shepherd,Black & Tan,F,N,WINDSOR GARDENS,370
1371,Cooper,Desexed/Microchipped,German Shepherd,Sable & White,M,Y,WINDSOR GARDENS,371
1372,Sammy,Concession,Red Heeler,Brown & White,M,N,OAKDEN,372
1373,Monty,Desexed/Pension/Microchipped,Fox Terrier,White & Tan,F,Y,OAKDEN,373
1374,Foxy,Desexed/Microchipped,Beagle,Tri Colour,F,Y,OAKDEN,374
1375,Mia,Desexed/Microchipped,Beagle,Tri Colour,F,Y,OAKDEN,375
1376,belle,Desexed/Concession/Microchipped,Kelpie,Black & Tan,F,Y,CLEARVIEW,376
1377,Jasmine,Desexed/Concession/Microchipped,Kelpie,Tan & White,F,Y,CLEARVIEW,377
1378,Kooki,Guide Dog,Poodle,Black,M,Y,CLEARVIEW,378
1379,rust,Desexed,Kelpie,Black & Tan,M,Y,CLEARVIEW,379
1380,Brock,Concession,Bichon Frise,White,M,N,CLEARVIEW,380
1381,Lucy,Desexed/Microchipped,Staffordshire Bull Terrier,Black,F,Y,CLEARVIEW,381
1382,Nera,Desexed/Microchipped,Kelpie,Black & White,F,Y,KLEMZIG,382
1383,Pooch,Desexed/Microchipped,Maltese,Tan & White,F,Y,KLEMZIG,383
1384,Tayla,Standard,Staffordshire Bull Terrier,White,F,N,KLEMZIG,384
1385,Sascha,Desexed,Golden Retriever,Gold,F,Y,KLEMZIG,385
1386,Milky,Pension,Terrier,White,M,N,KLEMZIG,386
1387,Kuta,Desexed/Pension/Microchipped,Kelpie,Tri Colour,M,Y,NORTHFIELD,387
1388,Ruby,Desexed,Labrador,Black,U,Y,NORTHFIELD,388
1389,Spike,Standard,Labrador,Gold,M,N,NORTHFIELD,389
1390,puppy,Pension,Shih Tzu,White,M,N,NORTHFIELD,390
1391,BULLY,Pension,Cairn Terrier,Wheaton,M,N,NORTHFIELD,391
1392,Hunter,Desexed/Pension/Microchipped,Rhodesian Ridgeback,Red,M,Y,ANGLE PARK,392
1393,Khaleesi,Standard,Rottweiler,Brown & Tan,F,N,ENFIELD,393
1394,Lady,Concession,Husky,Black & Tan,F,N,ENFIELD,394
1395,Rags,Desexed/Pension/Microchipped,Maltese Terrier,White & Grey,M,Y,ENFIELD,395
1396,Rocket,Desexed/Microchipped,Labrador,Black,M,Y,NORTHFIELD,396
1397,Tonko,Desexed/Microchipped,Malinois,Black & Brown,M,Y,NORTHFIELD,397
1398,Mi-mi,Desexed/Pension,Shih Tzu,Cream,F,Y,NORTHFIELD,398
1399,Max,Concession,Red Heeler,Red & White,M,N,NORTHFIELD,399
1400,Bear,Desexed/Microchipped,Labrador,Gold,M,Y,NORTHFIELD,400
1401,Ollie,Microchipped,Golden Retriever,Gold,M,N,NORTHFIELD,401
1402,Delta,Concession/Microchipped,Siberian Husky,White & Red,F,N,NORTHFIELD,402
1403,Turbo,Concession/Microchipped,Husky,Black & White,M,N,NORTHFIELD,403
1404,Buddy,Desexed,Staffordshire Bull Terrier,Tan,M,Y,NORTHFIELD,404
1405,Jack,Desexed,Terrier,Tri Colour,M,Y,NORTHFIELD,405
1406,Rocky,Standard,Staffordshire Bull Terrier,White,M,N,NORTHFIELD,406
1407,Sam,Desexed/Pension/Microchipped,Labrador,Black,M,Y,NORTHFIELD,407
1408,Cowboy,Pension,Staffordshire Bull Terrier,Brown & White,M,N,NORTHFIELD,408
1409,Cup Cake,Pension,Rottweiler,Black & Tan & White,F,N,NORTHFIELD,409
1410,Falkor,Standard,Border Collie,Black,M,N,BROADVIEW,410
1411,Bruce,Desexed/Microchipped,Beagle,Black & White,M,Y,BROADVIEW,411
1412,Toby,Desexed/Microchipped,Cocker Spaniel,Tan,M,Y,BROADVIEW,412
1413,Fifi,Desexed/Pension/Microchipped,Chihuahua,White,F,Y,BROADVIEW,413
1414,Alvin Peter,Desexed/Microchipped,Maltese,White,M,Y,BROADVIEW,414
1415,Loui,Desexed,Maltese,White,M,Y,BROADVIEW,415
1416,Lucky,Pension,Fox Terrier,White,F,N,MANSFIELD PARK,416
1417,Baylee,Desexed/Microchipped,Staffordshire Bull Terrier,Brindle & White,F,Y,BROADVIEW,417
1418,Byron,Desexed/Microchipped,English Staffordshire Bull Terrier,Blue & White,M,Y,BROADVIEW,418
1419,Archie,Desexed/Microchipped,Boston Terrier,Brindle & White,M,Y,BROADVIEW,419
1420,Henry,Desexed,Pekingese,Tan,M,Y,BROADVIEW,420
1421,Jake,Desexed/Microchipped,American Staffordshire Bull Terrier,Brindle & White,M,Y,BROADVIEW,421
1422,Aggie,Desexed/Microchipped,Staffordshire Bull Terrier,Black & White & Brindle,F,Y,BROADVIEW,422
1423,Jessie,Desexed/Microchipped,Kelpie,Red,F,Y,BROADVIEW,423
1424,Baxter,Desexed,Schnauzer,White & Grey,M,Y,SEFTON PARK,424
1425,GINGER,Desexed/Microchipped,Dachshund,Brown,F,Y,SEFTON PARK,425
1426,OB,Desexed/Microchipped,Cocker Spaniel,Gold,M,Y,SEFTON PARK,426
1427,Millie,Desexed/Microchipped,Cavalier King Charles Spaniel,Black & Tan,F,Y,VALLEY VIEW,427
1428,Quinnie,Desexed/Pension/Microchipped,Maltese,Tan & White,F,Y,MANSFIELD PARK,428
1429,Sandy,Desexed/Pension/Microchipped,Golden Retriever,Gold,F,Y,ENFIELD,429
1430,Jag,Desexed,German Shepherd,Black & Tan,M,Y,ENFIELD,430
1431,Bubble,Desexed,Chihuahua,Tri Colour,F,Y,ENFIELD,431
1432,Max,Desexed/Microchipped,Maltese,White & Tan,M,Y,ENFIELD,432
1433,Maxine,Microchipped,Maltese,White,F,N,ENFIELD,433
1434,Moo,Desexed/Microchipped,Fox Terrier,Tri Colour,F,Y,ENFIELD,434
1435,Squeak,Desexed,Chihuahua,Tri Colour,F,Y,ENFIELD,435
1436,Kea,Desexed/Pension/Microchipped,Labrador,Gold,F,Y,BROADVIEW,436
1437,Toby,Desexed/Pension/Microchipped,Shih Tzu,White & Black,M,Y,BROADVIEW,437
1438,Patrick,Desexed/Microchipped,Maltese,White,M,Y,ENFIELD,438
1439,Buddy,Desexed/Pension/Microchipped,Shih Tzu,Fawn & White,M,Y,KLEMZIG,439
1440,LUCKY,Pension,Red Heeler,Red,M,N,VALLEY VIEW,440
1441,Oscar,Standard,Alaskan Malamute,White,F,N,VALLEY VIEW,441
1442,Leo,Standard,Border Collie,Black,M,N,GILLES PLAINS,442
1443,Alistair,Concession,Kelpie,Black & Tan,M,N,GILLES PLAINS,443
1444,Missy,Pension,Maltese,White & Black,F,N,GILLES PLAINS,444
1445,Pashmaloo,Pension,Poodle - Toy,Black,M,N,GILLES PLAINS,445
1446,Kira,Desexed/Pension/Microchipped,Kelpie,Black & Tan,F,Y,KILBURN,446
1447,Mojo,Pension,Labrador,Black,M,N,KILBURN,447
1448,Bella,Desexed/Pension/Microchipped,Cavalier King Charles Spaniel,Ruby,F,Y,KILBURN,448
1449,Billi,Desexed/Microchipped,Maltese,Cream,M,Y,KILBURN,449
1450,Harry,Desexed/Pension/Microchipped,Jack Russell Terrier,White & Brown,M,Y,KILBURN,450
1451,Sheba,Desexed/Pension,Rhodesian Ridgeback,Black & Tan,F,Y,KILBURN,451
1452,Aussie,Desexed/Microchipped,Australian Terrier,Tan & Black,M,Y,GREENACRES,452
1453,Princess,Standard,Maltese,White & Fawn,F,N,GREENACRES,453
1454,Cyril,Desexed/Pension/Microchipped,Jack Russell Terrier,White & Tan,M,Y,GREENACRES,454
1455,Shirley,Desexed/Pension/Microchipped,Tenterfield Terrier,Tri Colour,F,Y,GREENACRES,455
1456,Pip,Desexed/Microchipped,Whippet,Brindle & White,F,Y,ENFIELD,456
1457,Sneaky Pete,Desexed/Microchipped,Collie,Red,M,Y,ENFIELD,457
1458,Cooper,Desexed,Border Collie,Black & White,M,Y,ENFIELD,458
1459,Jack,Microchipped,Border Collie,Chocolate & White,M,N,ENFIELD,459
1460,Holly,Desexed/Microchipped,Beagle,Brown & White,F,Y,ENFIELD,460
1461,Zali,Desexed/Microchipped,Maltese,White,F,Y,ENFIELD,461
1462,Macy Morgan,Desexed/Microchipped,Labrador,Chocolate,F,Y,ENFIELD,462
1463,Molly Morgan,Desexed/Microchipped,Labrador,Black & Brindle,F,Y,ENFIELD,463
1464,Litte Mr Baby Happy,Standard,Pomeranian,Tan,M,N,MANSFIELD PARK,464
1465,Russell,Pension,Jack Russell Terrier,White & Tan,M,N,MANSFIELD PARK,465
1466,Smokey,Concession,Cavalier King Charles Spaniel,White & Tan,F,N,MANSFIELD PARK,466
1467,Jessie,Desexed/Pension/Microchipped/Obedience,Kelpie,Black & Tan,F,Y,MANSFIELD PARK,467
1468,lucky,Standard,Maltese,White & Tan,M,N,MANSFIELD PARK,468
1469,Buddy,Pension,Red Heeler,White,M,N,NORTHFIELD,469
1470,Jewels,Desexed/Pension,Staffordshire Bull Terrier,Black & White,F,Y,NORTHFIELD,470
1471,Leo,Desexed,Maltese,Black & White,M,Y,CROYDON PARK,471
1472,Annie,Desexed/Microchipped,Labrador,Black & White,F,Y,CROYDON PARK,472
1473,Fred,Pension,Chihuahua,Black & Tan,M,N,CROYDON PARK,473
1474,J.R.,Desexed/Pension/Microchipped,Jack Russell Terrier,Brown & White,F,Y,CROYDON PARK,474
1475,Yamatji,Pension,Chihuahua,Black & Tan,M,N,CROYDON PARK,475
1476,Karma,Concession,Akita,Black & White,M,N,CROYDON PARK,476
1477,Gracie,Greyhound,Greyhound,Black & White,F,Y,CLEARVIEW,477
1478,Moe,Desexed/Microchipped,Moodle,Cream,M,Y,CLEARVIEW,478
1479,Diesel,Desexed/Microchipped,German Shepherd,Black & Tan,M,Y,DRY CREEK,479
1480,Patch,Desexed/Microchipped,Tenterfield Terrier,White & Black,M,Y,DRY CREEK,480
1481,Rusty,Standard,English Staffordshire Bull Terrier,Red,M,N,DRY CREEK,481
1482,Blacky,Standard,Staffordshire Bull Terrier,Black,M,N,DRY CREEK,482
1483,Chelsea,Desexed/Pension/Microchipped,Chihuahua,Black,F,Y,KILBURN,483
1484,Lilly,Desexed/Pension/Microchipped,Maltese,White,F,Y,KILBURN,484
1485,Molly,Pension,Maltese,White,F,N,KILBURN,485
1486,Mutley,Desexed/Pension,Chihuahua,White & Brown,M,Y,KILBURN,486
1487,Tony,Pension,Chihuahua,Brown,M,N,KILBURN,487
1488,Lucy,Microchipped,Maltese Terrier,White,F,N,KILBURN,488
1489,Nu Nu,Standard,Maltese Terrier,White,F,N,KILBURN,489
1490,Bones,Desexed/Pension,Boxer,Black & White,M,Y,KILBURN,490
1491,Pancha,Standard,Red Heeler,White,F,N,KILBURN,491
1492,Yogi,Desexed/Concession/Microchipped,Maltese,Cream,M,Y,KILBURN,492
1493,Dolly,Pension/Microchipped,Chihuahua,Black & Tan,F,N,KILBURN,493
1494,Sasha,Desexed/Pension/Microchipped,Jack Russell Terrier,Brown & White,F,Y,KILBURN,494
1495,Bobby,Standard,Chihuahua,Honey & Brown,M,N,MANSFIELD PARK,495
1496,Paddy,Desexed/Microchipped,Terrier,Tri Colour,M,Y,MANSFIELD PARK,496
1497,Roxy,Desexed/Microchipped,Schnauzer,Black Grey & Brindle,F,Y,MANSFIELD PARK,497
1498,JACK,Desexed/Pension/Microchipped,Jack Russell Terrier,White &  Black & Tan,M,Y,MANSFIELD PARK,498
1499,jessie,Desexed/Pension,Silky Terrier,Black & Tan,F,Y,MANSFIELD PARK,499
1500,Jilly,Desexed/Pension,Jack Russell Terrier,White,F,Y,MANSFIELD PARK,500
1501,Kai,Desexed/Microchipped,Rottweiler,Brown,F,Y,ENFIELD,501
1502,Buffy,Desexed/Pension,Maltese,White & Cream,F,Y,MANSFIELD PARK,502
1503,Daisy,Desexed/Pension,Chihuahua,Yellow,F,Y,MANSFIELD PARK,503
1504,Sally,Desexed/Pension/Microchipped,Fox Terrier,Black & White,F,Y,MANSFIELD PARK,504
1505,Bagheera,Desexed/Pension,Pomeranian,Orange,M,Y,MANSFIELD PARK,505
1506,Marty,Pension,Fox Terrier,White & Tan,M,N,MANSFIELD PARK,506
1507,Bella,Desexed/Pension/Microchipped,Pomeranian,Tan & White,F,Y,MANSFIELD PARK,507
1508,Bindy,Pension,Maltese,White,F,N,MANSFIELD PARK,508
1509,Holly,Pension,Labrador,Gold,F,N,MANSFIELD PARK,509
1510,Sam,Desexed/Pension/Microchipped,Pomeranian,Tan,M,Y,MANSFIELD PARK,510
1511,Poppy,Desexed/Microchipped,Cavoodle,Red,F,Y,BLAIR ATHOL,511
1512,Charlie,Microchipped,Border Collie,Black & White,M,N,BLAIR ATHOL,512
1513,Jessie,Desexed/Microchipped,Corgi,Black & White,F,Y,BLAIR ATHOL,513
1514,Tex,Standard,Dachshund,Red,M,N,BLAIR ATHOL,514
1515,Bailey,Desexed/Pension/Microchipped,Shih Tzu,Black & White,M,Y,BLAIR ATHOL,515
1516,Reggie,Desexed/Pension,Jack Russell Terrier,Roan,M,Y,BLAIR ATHOL,516
1517,Charlee,Desexed/Microchipped,Shih Tzu,White,F,Y,BLAIR ATHOL,517
1518,PARISS,Desexed/Microchipped,Fox Terrier,White,F,Y,BLAIR ATHOL,518
1519,Gambit,Desexed/Microchipped,Silky Terrier,Black & Brown,M,Y,NORTHFIELD,519
1520,Cesar,Desexed/Microchipped/Obedience,German Shepherd,Black & Tan,M,Y,NORTHFIELD,520
1521,Chaikalski,Pension,Chihuahua,Brown,F,N,FERRYDEN PARK,521
1522,Ruby,Pension,German Shepherd,Tan & Black,M,N,FERRYDEN PARK,522
1523,Oscar,Pension/Microchipped,Siberian Husky,Black & White,M,N,FERRYDEN PARK,523
1524,Cody,Microchipped,Maltese,White,M,N,FERRYDEN PARK,524
1525,Princess Melanie,Desexed/Pension/Microchipped,Jack Russell Terrier,White & Tan,F,Y,FERRYDEN PARK,525
1526,Roxy,Desexed/Microchipped,Kelpie,Black & Tan,F,Y,GREENACRES,526
1527,Gizmo,Concession,Staffordshire Bull Terrier,White & Brown,M,N,GREENACRES,527
1528,Cupid,Concession,Maltese,Black & White,M,N,GREENACRES,528
1529,Hugo,Concession/Microchipped,Maltese,White,M,N,GREENACRES,529
1530,Mimi,Desexed/Pension,Maltese,White,F,Y,GREENACRES,530
1531,Missy,Standard,Maltese,White,F,N,KLEMZIG,531
1532,Otto,Desexed/Pension/Microchipped,Dachshund,Black,M,Y,KLEMZIG,532
1533,Robby,Standard,English Springer Spaniel,Brown & White,M,N,KLEMZIG,533
1534,Buddy,Desexed/Microchipped,Chihuahua,Gold,M,Y,ENFIELD,534
1535,Cassie,Desexed/Microchipped,Kelpie,Black & Tan,F,Y,ENFIELD,535
1536,Misty,Desexed/Pension/Microchipped,Keeshond,Grey & Tan,F,Y,VALLEY VIEW,536
1537,Scruff,Desexed/Microchipped,Kelpie,Black,F,Y,VALLEY VIEW,537
1538,Bella,Desexed/Microchipped,Shih Tzu,Apricot & White,F,Y,VALLEY VIEW,538
1539,Willow,Desexed/Microchipped,Saint Bernard,Black & White,F,Y,VALLEY VIEW,539
1540,SARAH,Desexed/Pension/Microchipped,Maltese,White,F,Y,VALLEY VIEW,540
1541,Ollie,Desexed/Pension/Microchipped,Pomeranian,Tan & Black,M,Y,VALLEY VIEW,541
1542,Scruffy,Desexed/Pension/Microchipped,Fox Terrier,Black & Tan,M,Y,VALLEY VIEW,542
1543,Bella,Desexed/Microchipped,Maltese Terrier,White,F,Y,BROADVIEW,543
1544,Polly,Desexed/Microchipped,Cocker Spaniel,Brindle,F,Y,BROADVIEW,544
1545,Yogey,Standard,Blue Heeler,Blue,M,N,BROADVIEW,545
1546,Gepps,Working Dog,Border Collie,Black & White,M,N,BROADVIEW,546
1547,Charlie,Desexed/Concession/Microchipped,Kelpie,Black & Brown,M,Y,BROADVIEW,547
1548,Jemimah,Desexed,Kelpie,Black & White,F,Y,BROADVIEW,548
1549,Buddy,Desexed/Microchipped,Cavalier King Charles Spaniel,Blenheim,M,Y,BROADVIEW,549
1550,Casey,Desexed/Microchipped,Golden Retriever,Gold,F,Y,CROYDON PARK,550
1551,Bianca,Pension,Maltese,White,F,N,CROYDON PARK,551
1552,Black,Pension,Maltese,Black,F,N,CROYDON PARK,552
1553,Pepe,Pension,Maltese,Black & White,M,N,CROYDON PARK,553
1554,RIZHIK,Pension,Chihuahua,Honey & White,M,N,CLEARVIEW,554
1555,Rocky,Desexed/Microchipped,Staffordshire Bull Terrier,Tan,M,Y,CLEARVIEW,555
1556,Ava,Desexed/Microchipped,Fox Terrier,White,F,Y,CLEARVIEW,556
1557,Oscar,Standard,Jack Russell Terrier,White & Brown,M,N,CLEARVIEW,557
1558,Macchiato,Desexed/Microchipped,Cavoodle,Black,M,Y,ENFIELD,558
1559,Hershey,Desexed/Pension/Microchipped,German Shorthaired Pointer,Liver,F,Y,ENFIELD,559
1560,Jessie,Desexed/Pension/Microchipped,German Shorthaired Pointer,White & Liver,F,Y,ENFIELD,560
1561,Maddi White,Desexed/Microchipped,Silky Terrier,Tan,F,Y,ENFIELD,561
1562,Rubi,Desexed/Microchipped/Obedience,Staffordshire Bull Terrier,Black & Tan,F,Y,ENFIELD,562
1563,Mishka,Standard,German Shepherd,Black & Brown,M,N,ENFIELD,563
1564,Cooper,Desexed/Microchipped,Kelpie,Tri Colour,M,Y,ENFIELD,564
1565,Sarge,Desexed/Microchipped,American Staffordshire Bull Terrier,Tan & White,M,Y,ENFIELD,565
1566,Tiggy,Desexed/Microchipped,Terrier,Salt & Pepper,M,Y,ENFIELD,566
1567,sally,Desexed/Microchipped,Corgi,Black & Tan,F,Y,ENFIELD,567
1568,Scruffy,Desexed/Microchipped,Maltese Terrier,White,M,Y,ENFIELD,568
1569,Rock,Pension,Bull Terrier,Brindle,M,N,ENFIELD,569
1570,Jules,Desexed,Staffordshire Bull Terrier,Brindle,F,Y,WOODVILLE GARDENS,570
1571,Justine,Desexed/Pension,Tenterfield Terrier,White & Black,F,Y,WOODVILLE GARDENS,571
1572,Loco,Microchipped,American Staffordshire Bull Terrier,Red,M,N,NORTHFIELD,572
1573,Henry,Microchipped,Labrador,Black,M,N,BROADVIEW,573
1574,Sadie,Desexed/Microchipped,Alaskan Malamute,Brown Black & Gold,F,Y,BROADVIEW,574
1575,Molly,Desexed/Microchipped,Heeler,Black,F,Y,BROADVIEW,575
1576,Chief,Concession/Microchipped,English Mastiff,Brindle,M,N,BROADVIEW,576
1577,Lakota,Pension/Microchipped,Neapolitan Mastiff,Black & Brindle,F,N,BROADVIEW,577
1578,Dribbles,Desexed/Microchipped,American Staffordshire Bull Terrier,Black & Brown & White,F,Y,BROADVIEW,578
1579,Eddie,Desexed/Pension,Terrier,Black & White,M,Y,WINDSOR GARDENS,579
1580,Sheba,Standard,Briard,Tan & White,F,N,WINDSOR GARDENS,580
1581,Takumi,Pension,Jack Russell Terrier,White & Brown,F,N,WINDSOR GARDENS,581
1582,Athena,Microchipped,American Staffordshire Bull Terrier,Blue,F,N,CROYDON PARK,582
1583,Kuma,Microchipped,American Staffordshire Bull Terrier,Blue,M,N,CROYDON PARK,583
1584,Charli,Desexed/Microchipped,Spoodle,Black,F,Y,KLEMZIG,584
1585,Teddy,Desexed/Microchipped,Spoodle,Gold,M,Y,KLEMZIG,585
1586,Milo,Desexed/Microchipped,Pugalier,Cream,M,Y,KLEMZIG,586
1587,Nahla,Desexed/Microchipped,Moodle,White,F,Y,KLEMZIG,587
1588,Bobo,Concession,Old English Sheepdog,Black,M,N,KLEMZIG,588
1589,Oskar,Desexed/Microchipped,Heeler,Red Roan,M,Y,KLEMZIG,589
1590,Harley,Desexed/Microchipped,Maltese,White,M,Y,KLEMZIG,590
1591,Amber,Desexed/Pension/Microchipped,Cavalier King Charles Spaniel,Brown & White,F,Y,KLEMZIG,591
1592,Charlie,Desexed/Pension/Microchipped,Cocker Spaniel,Gold & Brown,M,Y,KLEMZIG,592
1593,Charlie,Desexed/Microchipped,German Shorthaired Pointer,Liver & White,M,Y,KLEMZIG,593
1594,Berlin,Desexed/Microchipped/Obedience,German Shepherd,Sable,F,Y,KLEMZIG,594
1595,Willis,Desexed/Microchipped,Pugalier,Fawn,M,Y,KLEMZIG,595
1596,Sonic,Desexed/Microchipped,Greyhound,Brindle,M,Y,BROADVIEW,596
1597,Angel Pham,Concession,Maltese,White,F,N,BROADVIEW,597
1598,Axel Foley,Desexed/Microchipped/Obedience,American Staffordshire Bull Terrier,Tan,M,Y,BROADVIEW,598
1599,Sydney,Desexed/Microchipped,Chihuahua,Black & White,F,Y,BROADVIEW,599
1600,Gus McPeake,Desexed/Microchipped,West Highland Terrier,White,M,Y,WINDSOR GARDENS,600
1601,Chopper,Standard,Schnauzer,Silver,F,N,WINDSOR GARDENS,601
1602,Do Do,Standard,Cross Breed,Black & White,F,N,WINDSOR GARDENS,602
1603,Asta,Desexed/Microchipped/Obedience,Retriever,Gold,F,Y,WINDSOR GARDENS,603
1604,Beau,Desexed/Microchipped/Obedience,Retriever,Gold,F,Y,WINDSOR GARDENS,604
1605,Vali,Desexed/Pension/Microchipped,Chow Chow,Black,F,Y,WINDSOR GARDENS,605
1606,Nenya,Desexed/Microchipped,Papillion,Black & Tan,F,Y,WINGFIELD,606
1607,Norman,Desexed/Microchipped,Corgi,Sable & White,M,Y,WINGFIELD,607
1608,Jackson,Desexed,Border Collie,Black & White,M,Y,WINGFIELD,608
1609,Jess,Desexed/Microchipped,Bull Terrier,Black & White,F,Y,WINGFIELD,609
