RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
50820,LUCY ,F,12/1/12 0:00,Golden Retriever,Manhattan,10010,105,56,MN13,2,12,28,2/2/16,3/19/17
50821,BE-BOP,M,1/1/11 0:00,Bernese Mountain Dog,Bronx,10457,205,22901,BX41,15,15,33,2/2/16,1/26/17
50822,BAXTER,M,1/1/08 0:00,Wheaton Terrier,Bronx,10462,211,248,BX49,13,14,34,2/2/16,3/20/17
50823,BEAR,M,11/1/04 0:00,Golden Retriever,Manhattan,10036,104,129,MN15,3,10,27,2/2/16,4/3/17
50824,BEAUTY,F,3/1/12 0:00,Unknown,Bronx,10451,201,67,BX34,17,15,32,2/2/16,12/19/16
50825,BECKETT,F,1/1/06 0:00,Kerry Blue Terrier,Manhattan,10028,108,14601,MN32,5,12,28,2/2/16,4/1/17
50826,BEE-BO ,M,11/1/15 0:00,Maltese Crossbreed,Bronx,10463,208,295,BX29,11,16,34,2/2/16,2/2/17
50827,BELLA,F,11/1/09 0:00,Maltese,Staten Island,10312,503,17010,SI48,51,11,24,2/2/16,1/6/17
50828,BELLA,F,12/1/15 0:00,Pit Bull Mix,Manhattan,10012,102,43,MN24,1,10,26,2/2/16,2/2/17
50829,BELLA,F,2/1/07 0:00,Unknown,Manhattan,10017,106,90,MN19,4,12,28,2/2/16,3/21/17
50830,DUNCAN,M,8/1/15 0:00,Pit Bull Mix,Manhattan,10010,106,66,MN20,2,12,28,2/2/16,2/2/17
50831,DUNCAN ,M,8/1/04 0:00,Cavalier King Charles Spaniel,Manhattan,10023,107,153,MN14,6,10,27,2/2/16,3/30/17
50832,DUTCHESS ,F,7/1/12 0:00,Beagle,Manhattan,10034,112,303,MN01,10,13,31,2/2/16,1/24/17
50833,DUKE,M,7/1/12 0:00,Pit Bull,Manhattan,10017,106,92,MN19,4,12,28,2/2/16,3/19/17
50834,DULCE,F,12/1/11 0:00,Chihuahua,Manhattan,10022,106,11203,MN19,4,12,28,2/2/16,12/8/16
50835,DUKE,M,4/1/11 0:00,German Shepherd Dog,Bronx,10470,212,44901,BX62,11,16,34,2/2/16,3/12/17
50836,DOUGAL,M,1/1/09 0:00,Labradoodle,Manhattan,10019,105,131,MN17,4,12,27,2/2/16,2/19/17
50837,BELLA,F,9/1/14 0:00,Yorkshire Terrier,Queens,11420,410,84602,QN55,28,5,10,2/2/16,2/2/19
50838,BELLA,F,9/1/11 0:00,Labrador Retriever Crossbreed,Bronx,10471,208,345,BX22,11,16,34,2/2/16,1/26/17
50839,BEN,M,1/1/09 0:00,Unknown,Brooklyn,11206,301,493,BK78,34,7,18,2/2/16,3/1/17
50840,BEN,M,1/1/10 0:00,Unknown,Manhattan,10016,106,66,MN20,2,12,28,2/2/16,3/14/17
50841,BENTO,F,10/1/14 0:00,Goldendoodle,Manhattan,10044,108,23801,MN31,5,12,29,2/2/16,2/2/17
50842,BERNIE ,M,1/1/02 0:00,Unknown,Manhattan,10014,102,67,MN23,3,10,27,2/2/16,3/30/17
50843,BENTLEY,M,4/1/11 0:00,Cavalier King Charles Spaniel,Manhattan,10024,107,175,MN12,6,10,31,2/2/16,1/23/17
50844,BENNY,M,1/1/05 0:00,American Staffordshire Terrier ,Manhattan,10011,102,63,MN23,3,10,27,2/2/16,2/2/17
50845,BIANCA,F,1/1/07 0:00,Maltese,Staten Island,10312,503,17010,SI48,51,11,24,2/2/16,2/3/17
50846,BESSIE,F,7/1/06 0:00,Dachshund Smooth Coat,Manhattan,10002,103,6,MN28,1,7,26,2/2/16,2/4/17
50847,BETTY ,F,1/1/13 0:00,Bulldog,Queens,11102,,NULL,NULL,,,,2/2/16,2/2/21
50848,BING,M,12/1/09 0:00,Pug,Brooklyn,11230,314,542,BK43,48,9,17,2/2/16,2/24/17
50849,BLU,M,6/1/15 0:00,Pit Bull,Brooklyn,11207,305,1156,BK85,42,8,19,2/2/16,2/2/17
50850,BLUE,M,1/1/07 0:00,Golden Retriever,Manhattan,10003,102,57,MN23,1,12,27,2/2/16,2/4/16
50851,BLANCA,F,1/1/07 0:00,"Schnauzer, Miniature",Brooklyn,11206,301,505,BK90,34,7,18,2/2/16,2/19/17
50852,BLAKE,M,1/1/09 0:00,Unknown,Queens,11378,405,595,QN20,30,7,15,2/2/16,7/15/17
50853,BLACKY,F,2/1/10 0:00,German Shepherd Dog,Bronx,10459,202,89,BX27,17,15,32,2/2/16,2/2/17
50854,HARLEY,F,8/1/14 0:00,German Shepherd Dog,Staten Island,10305,502,2002,SI14,50,11,24,2/2/16,2/6/17
50855,HENRY,M,9/1/09 0:00,Chihuahua,Brooklyn,11238,308,305,BK61,35,9,25,2/2/16,3/16/17
50856,HENRY,M,4/1/08 0:00,Unknown,Queens,11426,413,1621,QN43,23,3,11,2/2/16,2/7/17
50857,HENRY,M,2/1/08 0:00,Wheaton Terrier,Manhattan,10010,,NULL,NULL,,,,2/2/16,2/2/17
50858,HECTOR,M,2/1/06 0:00,Greyhound,Manhattan,10014,102,75,MN23,3,10,27,2/2/16,3/10/17
50859,HONEY ,F,1/1/05 0:00,Beagle,Manhattan,10128,108,14402,MN32,5,12,28,2/2/16,3/30/17
50860,HONDA ,M,7/1/15 0:00,French Bulldog,Manhattan,10027,109,219,MN06,7,13,31,2/2/16,2/2/18
50861,HERSHE ,F,1/1/01 0:00,Yorkshire Terrier,Manhattan,10075,108,134,MN31,5,12,28,2/2/16,3/30/17
50862,MARTINI,F,9/1/05 0:00,Yorkshire Terrier,Manhattan,10009,103,32,MN22,2,12,27,2/2/16,2/18/17
50863,MARMELADE,F,1/1/07 0:00,"Poodle, Standard",Queens,11358,407,1207,QN52,20,6,16,2/2/16,3/2/17
50864,MATTY,M,1/1/09 0:00,Shih Tzu,Manhattan,10021,108,128,MN40,4,12,28,2/2/16,1/6/17
50865,MAUDE,F,8/1/07 0:00,Cane Corso,Brooklyn,11222,301,477,BK90,34,12,18,2/2/16,2/2/17
50866,MAGGIE,F,4/1/14 0:00,Schnauzer Crossbreed,Manhattan,10009,106,44,MN50,4,12,27,2/2/16,2/2/21
50867,MAGGIE,F,5/1/06 0:00,Cairn Terrier,Manhattan,10012,102,49,MN24,1,10,26,2/2/16,1/12/17
50868,TRESURE,F,9/1/08 0:00,"Poodle, Miniature",Brooklyn,11219,310,210,BK30,43,10,22,2/2/16,3/17/17
50869,TRAVIS,M,12/1/08 0:00,Papillon,Manhattan,10011,104,91,MN13,3,12,27,2/2/16,3/8/17
50870,TRINIDY,F,7/1/11 0:00,Yorkshire Terrier,Manhattan,10011,104,89,MN13,3,10,27,2/2/16,2/2/17
50871,ROCCO ,M,1/1/04 0:00,Unknown,Brooklyn,11209,310,136,BK31,43,11,22,2/2/16,11/29/16
50872,TONY,M,1/1/02 0:00,Chihuahua,Manhattan,10021,,NULL,NULL,,,,2/2/16,2/13/17
50873,RHODA,F,11/1/09 0:00,Rhodesian Ridgeback,Manhattan,10003,,NULL,NULL,,,,2/2/16,2/22/17
50874,REX,M,10/1/14 0:00,Siberian Husky,Queens,11370,403,327,QN28,25,14,13,2/2/16,2/6/17
50875,ROBBIE,M,1/1/09 0:00,"Poodle, Miniature",Brooklyn,11209,310,50,BK31,43,11,22,2/2/16,3/30/17
50876,RIO ,M,2/1/12 0:00,Lhasa Apso,Queens,11435,408,22001,QN35,24,6,14,2/2/16,2/11/17
50877,RAMBO,M,11/1/11 0:00,Yorkshire Terrier,Bronx,10461,210,264,BX52,13,14,34,2/2/16,1/31/17
50878,RAMBO ,M,2/1/09 0:00,Chihuahua,Manhattan,10002,103,6,MN28,1,7,26,2/2/16,1/2/17
50879,REILLY,M,11/1/09 0:00,Yorkshire Terrier,Queens,11104,402,183,QN31,26,14,12,2/2/16,4/2/17
50880,RALPH,M,1/1/07 0:00,Unknown,Brooklyn,11220,307,96,BK34,38,7,20,2/2/16,3/30/18
50881,UNKNOWN,F,11/1/15 0:00,"Shar-Pei, Chinese",Manhattan,10010,105,56,MN13,2,12,28,2/2/16,2/2/17
50882,UNKNOWN,F,11/1/15 0:00,Shih Tzu,Brooklyn,11222,301,565,BK76,33,12,18,2/2/16,2/2/17
50883,UNKNOWN,F,11/1/15 0:00,French Bulldog,Manhattan,10012,102,43,MN24,1,12,26,2/2/16,2/2/17
50884,UNKNOWN,F,11/1/15 0:00,French Bulldog,Manhattan,10036,104,115,MN15,3,10,27,2/2/16,2/2/17
50885,UNKNOWN,F,11/1/15 0:00,Boston Terrier,Brooklyn,11223,315,416,BK25,47,11,22,2/2/16,2/2/17
50886,UNKNOWN,F,11/1/15 0:00,Australian Shepherd,Queens,11435,408,232,QN35,24,6,14,2/2/16,2/2/17
50887,UNKNOWN,F,11/1/15 0:00,Yorkshire Terrier,Queens,11106,401,53,QN70,22,12,12,2/2/16,2/2/17
50888,TUCKER,M,9/1/09 0:00,"Mastiff, Old English",Staten Island,10306,502,11402,SI45,50,11,24,2/2/16,1/18/17
50889,TUCKER,M,7/1/10 0:00,"Collie, Bearded ",Manhattan,10025,107,183,MN12,6,10,31,2/3/16,3/1/17
50890,UNKNOWN ,F,10/1/15 0:00,Bassett Hound,Queens,11378,405,601,QN30,30,6,15,2/3/16,2/3/17
50891,UNKNOWN,F,7/1/15 0:00,Chihuahua Crossbreed,Manhattan,10013,101,39,MN24,1,10,26,2/3/16,2/3/17
50892,PUNIM,F,7/1/15 0:00,Australian Cattledog,Brooklyn,11231,306,53,BK33,38,7,25,2/3/16,2/3/17
50893,RED,M,4/1/04 0:00,Miniature Pinscher,Manhattan,10034,112,299,MN01,10,13,31,2/3/16,3/1/17
50894,RITSOS,M,1/1/12 0:00,Unknown,Brooklyn,11209,310,134,BK31,43,11,22,2/3/16,3/11/17
50895,RILEY,M,6/1/14 0:00,Pit Bull,Manhattan,10025,107,177,MN12,6,10,30,2/3/16,2/3/17
50896,RICKY,M,1/1/13 0:00,Siberian Husky,Queens,11365,407,1215,QN62,20,6,16,2/3/16,3/21/17
50897,TOOTSIE,F,1/1/09 0:00,Unknown,Bronx,10465,210,27401,BX10,13,14,34,2/3/16,2/28/17
50898,TOMMY,M,8/1/14 0:00,Shih Tzu Crossbreed,Brooklyn,11206,301,493,BK78,34,7,18,2/3/16,2/3/17
50899,ROCCO,M,10/1/04 0:00,Yorkshire Terrier,Bronx,10465,210,152,BX52,13,14,34,2/3/16,2/25/17
50900,TREY ,F,12/1/05 0:00,Labrador Retriever,Manhattan,10023,107,149,MN14,6,10,27,2/3/16,3/30/17
50901,MARCO ,M,2/1/14 0:00,Yorkshire Terrier,Manhattan,10030,110,230,MN03,9,13,30,2/3/16,2/3/17
50902,MARGIE,F,10/1/12 0:00,Labrador Retriever Crossbreed,Brooklyn,11228,310,206,BK30,43,11,22,2/3/16,12/30/16
50903,MANGO,F,11/1/15 0:00,Labrador Retriever,Manhattan,10016,106,66,MN20,2,12,28,2/3/16,2/3/17
50904,MAGNOLIA ,F,8/1/06 0:00,Unknown,Brooklyn,11201,302,15,BK38,35,8,25,2/3/16,3/31/17
50905,MARTIN ,M,1/1/08 0:00,West High White Terrier,Manhattan,10013,101,33,MN24,1,10,26,2/3/16,4/4/17
50906,HEDY,F,11/1/11 0:00,German Shepherd Dog,Brooklyn,11228,310,204,BK30,43,11,22,2/3/16,4/2/17
50907,HAZELNUT,M,11/1/15 0:00,French Bulldog,Manhattan,10036,104,115,MN15,3,10,27,2/3/16,2/2/18
50908,HARRY ,M,10/1/07 0:00,Unknown,Brooklyn,11218,312,488,BK41,39,10,21,2/3/16,3/21/17
50909,HERA,M,3/1/12 0:00,Bulldog,Bronx,10469,211,326,BX31,13,14,34,2/3/16,3/12/17
50910,BLUE,M,7/1/15 0:00,Pit Bull,Queens,11691,414,992,QN12,31,5,10,2/3/16,2/3/17
50911,BOBKA,F,3/1/11 0:00,Unknown,Manhattan,10032,112,255,MN36,10,13,31,2/3/16,2/9/17
50912,BOBBY ,M,1/1/03 0:00,Pekingese,QUEENS,11367,408,77905,QN37,24,6,14,2/3/16,2/28/17
50913,GUS,M,3/1/08 0:00,Pit Bull,Staten Island,10314,501,30301,SI12,49,11,23,2/3/16,1/15/17
50914,BODIE,M,12/1/11 0:00,Labrador Retriever Crossbreed,Queens,11101,,NULL,NULL,,,,2/3/16,1/10/17
50915,HAPPY,M,11/1/07 0:00,"Poodle, Toy",Manhattan,10023,107,155,MN14,6,10,27,2/3/16,2/19/17
50916,BERNIE,M,1/1/05 0:00,Yorkshire Terrier,Manhattan,10003,106,48,MN21,2,12,28,2/3/16,12/30/16
50917,BENTO,M,9/1/15 0:00,Shiba Inu,Brooklyn,11201,302,1,BK09,33,7,26,2/3/16,2/3/17
50918,BELLA,F,9/1/15 0:00,Shih Tzu Crossbreed,Manhattan,10075,108,136,MN32,5,12,28,2/3/16,2/3/17
50919,DUNKIN ,M,1/1/13 0:00,Shih Tzu,Manhattan,10011,104,83,MN13,3,10,27,2/3/16,1/15/17
50920,BEETHOVEN,M,10/1/04 0:00,Cavalier King Charles Spaniel,Brooklyn,11201,302,15,BK38,35,8,25,2/3/16,5/7/16
50921,BELLA ,F,9/1/15 0:00,Beagle Crossbreed,Brooklyn,11208,305,1190,BK83,37,8,18,2/3/16,2/3/17
50922,BELLA,F,10/1/12 0:00,Pit Bull,Brooklyn,11228,310,150,BK30,43,11,22,2/3/16,3/4/17
50923,BELLA,F,10/1/10 0:00,Yorkshire Terrier,Queens,11367,408,77903,QN37,24,6,15,2/3/16,2/3/17
50924,BEAR,M,3/1/03 0:00,Shih Tzu,Brooklyn,11208,305,1220,BK82,42,8,19,2/3/16,2/3/17
50925,BEANIE,M,6/1/07 0:00,"Collie, Bearded ",Brooklyn,11231,306,67,BK33,39,7,26,2/3/16,3/4/17
50926,LUCY ,F,7/1/14 0:00,Goldendoodle,Manhattan,10010,106,64,MN21,2,12,28,2/3/16,2/3/17
50927,LULU,F,2/1/13 0:00,"Poodle, Toy",Bronx,10469,211,360,BX31,13,14,34,2/3/16,2/18/17
50928,LUCKY,M,1/1/10 0:00,Shih Tzu,Queens,11414,410,884,QN57,32,8,15,2/3/16,3/2/17
50929,EMMA,F,9/1/08 0:00,Golden Retriever,Manhattan,10009,103,32,MN22,2,12,27,2/3/16,2/14/17
50930,ELWOOD,M,9/1/09 0:00,Collie Crossbreed,Brooklyn,11217,302,41,BK38,33,8,25,2/3/16,3/5/17
50931,ELVIS,M,10/1/09 0:00,Cairn Terrier,Manhattan,10018,104,111,MN13,3,10,27,2/3/16,3/4/17
50932,ELLA,F,11/1/08 0:00,Cavalier King Charles Spaniel,Manhattan,10003,106,48,MN21,2,12,27,2/3/16,3/31/17
50933,ELIOT,M,1/1/04 0:00,"Poodle, Standard",Brooklyn,11219,310,210,BK30,43,10,22,2/3/16,2/11/17
50934,ELOISE ,F,5/1/13 0:00,Bearded Collie,Manhattan,10025,107,183,MN12,6,10,31,2/3/16,2/12/17
50935,TIMONE,M,3/1/11 0:00,Golden Retriever,Manhattan,10023,107,151,MN14,6,10,31,2/3/16,1/9/17
50936,TOBIE,M,4/1/12 0:00,Silky Terrier,Manhattan,10128,108,152,MN32,5,12,28,2/3/16,3/6/17
50937,TOBY,M,3/1/07 0:00,Unknown,Brooklyn,11201,302,9,BK09,33,7,26,2/3/16,4/3/17
50938,TIA ,F,1/1/02 0:00,"Poodle, Standard",Queens,11417,410,86,QN56,32,8,15,2/3/16,2/28/17
50939,TIA ,F,8/1/02 0:00,Pug,QUEENS,11358,407,1193,QN52,19,6,11,2/3/16,2/18/17
50940,TIGER,M,10/1/07 0:00,Cotton De Tulear,Manhattan,10028,108,14401,MN32,5,12,28,2/3/16,3/11/17
50941,THEO ,M,9/1/09 0:00,Unknown,Manhattan,10002,103,202,MN28,2,7,26,2/3/16,2/9/17
50942,THELMA,F,3/1/14 0:00,Unknown,Manhattan,10003,103,38,MN22,2,12,27,2/3/16,2/3/17
50943,TAZ ,M,5/1/04 0:00,Basenji,Staten Island,10312,503,17012,SI01,51,11,24,2/3/16,3/1/17
50944,PRINCE,M,6/1/07 0:00,Bichon Frise,Queens,11367,408,77903,QN37,24,6,15,2/3/16,3/18/17
50945,PRECIOUS,F,9/1/11 0:00,Silky Terrier,Manhattan,10025,107,193,MN09,7,13,30,2/3/16,1/12/17
50946,PRETTY,F,1/1/12 0:00,Poodle,Brooklyn,11204,311,268,BK28,47,10,22,2/3/16,2/3/17
50947,PRINCE ,M,1/1/14 0:00,Pit Bull,Brooklyn,11221,304,433,BK77,37,7,18,2/3/16,2/3/17
50948,PRINCESS,F,12/1/10 0:00,Cocker Spaniel,Brooklyn,11237,304,427,BK77,34,7,18,2/3/16,11/28/16
50949,PRINCESS ,F,1/1/12 0:00,Unknown,Brooklyn,11213,308,339,BK61,35,9,20,2/3/16,2/15/17
50950,PRINCESS ,F,5/1/03 0:00,Shih Tzu,Bronx,10465,210,152,BX52,13,14,34,2/3/16,2/25/17
50951,PICOLINA,F,1/1/11 0:00,Shih Tzu,Staten Island,10303,501,231,SI12,49,11,23,2/3/16,2/3/17
50952,MACY,F,12/1/15 0:00,Labrador Retriever,Bronx,10461,210,264,BX52,13,14,34,2/3/16,2/3/17
50953,LYN,F,11/1/15 0:00,Poodle,Bronx,10468,205,23703,BX40,14,15,33,2/3/16,2/3/17
50954,PLUTO,M,12/1/14 0:00,Labrador Retriever Crossbreed,Queens,11364,411,1367,QN42,23,6,16,2/3/16,3/19/17
50955,SCOUT,M,12/1/12 0:00,Golden Retriever,Manhattan,10024,107,173,MN12,6,10,30,2/3/16,3/5/17
50956,SCOUT,M,2/1/14 0:00,Labradoodle,Brooklyn,11201,302,15,BK38,33,8,25,2/3/16,4/19/17
50957,SELAVY,F,12/1/12 0:00,French Bulldog,Manhattan,10031,109,225,MN04,7,13,31,2/3/16,3/10/17
50958,SERENA,F,9/1/10 0:00,Boston Terrier,Manhattan,10039,110,236,MN03,9,13,30,2/3/16,1/25/17
50959,SEAMUS,M,12/1/12 0:00,Golden Retriever,Manhattan,10024,107,173,MN12,6,10,30,2/3/16,3/5/17
50960,SCRUFFY ,M,7/1/06 0:00,Poodle,Bronx,10471,208,30701,BX22,11,16,34,2/3/16,2/3/21
50961,MONSKIN,F,1/1/02 0:00,"Poodle, Standard",Brooklyn,11226,,NULL,NULL,,,,2/3/16,12/30/16
50962,MONK,M,7/1/10 0:00,Cocker Spaniel,Manhattan,10075,108,140,MN40,5,12,28,2/3/16,3/14/17
50963,SAXON,M,7/1/09 0:00,Puggle,Manhattan,10026,110,190,MN11,9,13,30,2/3/16,11/23/17
50964,SCHUBERT,M,1/1/10 0:00,American Eskimo dog,Manhattan,10003,102,61,MN23,2,12,28,2/3/16,4/5/17
50965,SIMBA,M,1/1/14 0:00,Poodle Crossbreed,Manhattan,10003,103,40,MN22,2,12,27,2/3/16,2/3/17
50966,SHERRY,F,8/1/15 0:00,"Coonhound, Black and Tan",Bronx,10469,212,358,BX03,12,16,36,2/3/16,2/3/17
50967,MILO ,M,9/1/15 0:00,Labrador Retriever,Bronx,10453,205,243,BX36,14,15,29,2/3/16,2/3/17
50968,MOLLY,F,11/1/06 0:00,Labrador Retriever Crossbreed,Queens,11356,407,929,QN23,19,14,11,2/3/16,2/24/17
50969,MOLLY ,F,11/1/12 0:00,"Poodle, Standard",Queens,11426,413,1617,QN43,23,3,11,2/3/16,2/28/17
50970,MOLLIE ,F,1/1/06 0:00,Unknown,Manhattan,10023,107,153,MN14,6,10,27,2/3/16,3/30/17
50971,MISTY,F,1/1/08 0:00,Unknown,Queens,11379,405,671,QN21,30,6,15,2/3/16,4/2/17
50972,MISSY ,F,9/1/15 0:00,Golden Retriever,Queens,11104,402,183,QN31,26,14,12,2/3/16,2/3/17
50973,JOHNNY,M,12/1/12 0:00,Pit Bull,Manhattan,10021,108,116,MN31,5,12,28,2/3/16,2/6/17
50974,JETT,M,4/1/03 0:00,Cairn Terrier,Queens,11379,405,661,QN21,30,6,15,2/3/16,1/30/17
50975,MILEY,F,7/1/08 0:00,Boxer,Queens,11419,410,15802,QN55,28,5,10,2/3/16,1/21/17
50976,MILO,M,1/1/02 0:00,Chihuahua,Bronx,10471,208,30701,BX22,11,16,34,2/3/16,3/30/17
50977,MILLY ,F,7/1/07 0:00,"Schnauzer, Miniature",Manhattan,10021,108,130,MN40,4,12,28,2/3/16,2/3/18
50978,JOZI,M,7/1/10 0:00,Shih Tzu,Brooklyn,11215,306,155,BK37,39,9,21,2/3/16,3/19/17
50979,JOSIE,F,11/1/09 0:00,Yorkshire Terrier,Manhattan,10016,106,72,MN20,2,12,28,2/3/16,3/20/17
50980,JAXON,M,4/1/14 0:00,Yorkshire Terrier,Brooklyn,11234,318,728,BK58,46,8,21,2/3/16,2/3/17
50981,JAVIER,M,6/1/10 0:00,Yorkshire Terrier,Manhattan,10038,101,1501,MN25,1,10,26,2/3/16,3/13/17
50982,JERMAINEWATSON,M,1/1/08 0:00,Unknown,Queens,11375,406,709,QN17,29,6,15,2/3/16,2/7/17
50983,COCO,F,11/1/14 0:00,French Bulldog,Manhattan,10001,104,91,MN13,3,12,27,2/3/16,3/11/17
50984,COCO ,F,7/1/07 0:00,Unknown,Queens,11103,401,153,QN70,26,14,12,2/3/16,2/12/17
50985,CINNAMON,F,8/1/10 0:00,Beagle Crossbreed,Brooklyn,11234,318,688,BK58,46,8,19,2/3/16,2/7/17
50986,CHRISTOPHER ,M,2/1/14 0:00,Yorkshire Terrier,Queens,11417,410,54,QN56,32,8,15,2/3/16,2/3/17
50987,CHYNA ,F,4/1/05 0:00,Pug,Brooklyn,11208,305,1164,BK82,42,8,19,2/3/16,1/30/17
50988,CHUMLEY,M,6/1/15 0:00,French Bulldog,Manhattan,10028,108,15001,MN40,4,12,28,2/3/16,2/3/17
50989,CHIP,M,3/1/15 0:00,Yorkshire Terrier Crossbreed,Staten Island,10304,502,9602,SI36,50,11,24,2/3/16,2/3/17
50990,RUGBY,M,2/1/07 0:00,Yorkshire Terrier,Manhattan,10075,108,132,MN31,5,12,28,2/3/16,3/30/17
50991,SALVADOR ,M,12/1/07 0:00,Great Dane,Brooklyn,11231,306,67,BK33,39,7,26,2/3/16,4/3/17
50992,SADIE,F,2/1/15 0:00,Maltese Crossbreed,Manhattan,10024,107,175,MN12,6,10,31,2/3/16,2/3/17
50993,RUSTY,M,11/1/15 0:00,Poodle Crossbreed,Queens,11428,413,542,QN34,23,5,14,2/3/16,2/3/17
50994,RYELY,M,2/1/12 0:00,Pomeranian,Queens,11415,409,134,QN60,29,6,14,2/3/16,3/31/18
50995,SASHA,F,8/1/15 0:00,Shih Tzu,Queens,11418,409,216,QN60,29,6,14,2/3/16,2/3/17
50996,SAMUEL ,M,10/1/08 0:00,Great Dane,Brooklyn,11231,306,67,BK33,39,7,26,2/3/16,4/3/17
50997,SANDY ,F,1/1/03 0:00,Unknown,Queens,11377,402,263,QN63,26,14,16,2/3/16,3/1/17
50998,SAMSON,M,10/1/14 0:00,Cairn Terrier,Brooklyn,11201,302,43,BK38,33,7,25,2/3/16,1/2/17
50999,CHACO ,M,1/1/06 0:00,Unknown,Manhattan,10012,102,5501,MN23,1,10,26,2/3/16,3/30/17
51000,CELLO,M,11/1/09 0:00,Bouvier Des Flandres,Manhattan,10012,102,5501,MN23,1,10,26,2/3/16,2/7/17
51001,CHAPLIN,M,4/1/14 0:00,Pomeranian,Brooklyn,11211,301,519,BK73,34,12,18,2/3/16,3/30/18
51002,CHARLIE,M,1/1/07 0:00,Akita,Brooklyn,11224,313,350,BK23,48,8,23,2/3/16,2/12/17
51003,CHEWY,M,11/1/11 0:00,Yorkshire Terrier,Staten Island,10312,503,17011,SI01,51,11,24,2/3/16,2/27/17
51004,CHESTER,M,11/1/08 0:00,German Shepherd Crossbreed,Brooklyn,11235,313,61004,BK19,48,8,23,2/3/16,2/9/17
51005,CHEWY,M,9/1/11 0:00,Silky Terrier,Manhattan,10025,107,193,MN09,7,13,30,2/3/16,1/12/17
51006,HUTCH ,M,1/1/05 0:00,Golden Retriever,Bronx,10463,208,309,MN01,10,13,31,2/3/16,5/31/16
51007,IRISH ,F,10/1/15 0:00,Boston Terrier,Manhattan,10069,107,155,MN14,6,10,27,2/3/16,2/3/17
51008,HUDSON ,M,1/1/06 0:00,Unknown,Manhattan,10003,103,3602,MN22,2,12,26,2/3/16,2/28/17
51009,HUNTER,M,1/1/14 0:00,Labrador Retriever,Brooklyn,11209,,NULL,NULL,,,,2/3/16,2/3/17
51010,MAYA,F,1/1/13 0:00,Labrador Retriever Crossbreed,Queens,11379,405,661,QN21,30,6,15,2/3/16,3/31/17
51011,MAXSIO,M,12/1/13 0:00,Yorkshire Terrier,Queens,11379,,NULL,NULL,,,,2/3/16,2/25/17
51012,MEATBALL,M,1/1/11 0:00,Staffordshire Bull Terrier,Manhattan,10030,110,228,MN03,9,13,30,2/3/16,2/3/21
51013,MAX,M,8/1/06 0:00,Unknown,Staten Island,10314,502,29102,SI05,50,11,24,2/3/16,3/4/17
51014,MICKEY,M,7/1/10 0:00,Shih Tzu,Queens,11693,414,94203,QN12,32,5,15,2/3/16,3/7/17
51015,IZZIE,F,10/1/11 0:00,"Bull Dog, English",Queens,11365,408,1341,QN41,24,6,16,2/3/16,3/1/17
51016,MAX,M,5/1/10 0:00,German Shepherd Crossbreed,Queens,11106,401,47,QN70,26,12,12,2/3/16,2/3/17
51017,JACKSON,M,7/1/13 0:00,Unknown,Bronx,10451,201,51,BX39,8,15,29,2/3/16,12/30/16
51018,DAISY,F,8/1/15 0:00,Pit Bull Mix,Bronx,10465,210,144,BX52,13,14,34,2/3/16,2/3/17
51019,DANE,M,1/1/07 0:00,Puggle,Brooklyn,11238,308,207,BK64,35,9,20,2/3/16,2/3/17
51020,DAPHNE,F,5/1/11 0:00,Miniature Schnauzer,Brooklyn,11205,302,193,BK69,35,8,25,2/3/16,2/3/17
51021,BORIS,M,12/1/02 0:00,Pekingese,Bronx,10471,208,323,BX22,11,16,34,2/3/16,2/24/17
51022,BOO,F,4/1/06 0:00,Unknown,Manhattan,10001,105,95,MN17,3,12,27,2/3/16,3/30/17
51023,BROOKLYN,M,11/1/14 0:00,Shih Tzu,Brooklyn,11236,318,986,BK50,46,8,19,2/3/16,2/15/17
51024,BRU,F,1/1/01 0:00,Labrador Retriever,Manhattan,10024,107,175,MN12,6,10,31,2/3/16,2/28/17
51025,BRUCE,M,2/1/10 0:00,Pug,Manhattan,10029,111,166,MN33,8,13,29,2/3/16,3/7/17
51026,DEXTER,M,11/1/11 0:00,Havanese,Manhattan,10003,102,57,MN23,1,12,27,2/3/16,3/17/17
51027,DEVIN,M,4/1/10 0:00,Havanese,Manhattan,10001,,NULL,NULL,,,,2/3/16,2/4/17
51028,DINKY ,M,1/1/03 0:00,Jack Russell Terrier,Staten Island,10304,502,177,SI24,50,11,24,2/3/16,11/30/16
51029,DIVA,F,3/1/08 0:00,Pit Bull Mix,Queens,11356,407,925,QN23,19,14,11,2/3/16,3/4/17
51030,LADY,F,1/1/01 0:00,Unknown,Queens,11367,408,77907,QN37,24,6,15,2/3/16,1/30/17
51031,LEO,M,1/1/09 0:00,Pomeranian,Bronx,10462,210,20601,BX59,18,14,34,2/3/16,1/22/17
51032,LEO,M,1/1/04 0:00,Havanese,Manhattan,10128,108,15801,MN40,4,12,28,2/3/16,2/28/17
51033,LEO,M,4/1/04 0:00,Chow Chow,Manhattan,10019,104,139,MN15,3,10,27,2/3/16,3/7/17
51034,LEXI,F,3/1/06 0:00,Pomeranian,Brooklyn,11209,310,142,BK31,43,11,22,2/3/16,2/3/17
