RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
47750,BROWNIE,M,2/1/14 0:00,Cocker Spaniel,Staten Island,10308,503,13203,SI54,51,11,24,1/15/16,3/13/17
47751,BOSTON ,M,7/1/15 0:00,Boston Terrier,Manhattan,10036,104,117,MN13,3,10,31,1/15/16,1/15/17
47752,BOOM ,M,10/1/09 0:00,Unknown,Queens,11105,401,111,QN72,22,14,13,1/15/16,2/3/17
47753,BOW,M,1/1/07 0:00,Chihuahua,Brooklyn,11209,310,54,BK31,43,11,22,1/15/16,1/3/17
47754,BOWIE,F,6/1/15 0:00,Yorkshire Terrier,Manhattan,10010,105,56,MN13,2,12,28,1/15/16,1/15/17
47755,MAXWELL,M,12/1/13 0:00,Unknown,Brooklyn,11220,310,68,BK31,43,10,22,1/15/16,2/6/17
47756,MAXIMUS,M,8/1/13 0:00,Chihuahua,Brooklyn,11223,311,400,BK29,47,11,22,1/15/16,3/12/17
47757,MIA,F,11/1/07 0:00,Unknown,Manhattan,10033,112,265,MN36,10,13,31,1/15/16,1/12/17
47758,MIA,F,6/1/11 0:00,Boxer,Staten Island,10310,501,121,SI35,49,11,24,1/15/16,2/23/17
47759,MICHEALA,F,7/1/14 0:00,Shih Tzu,Brooklyn,11219,310,208,BK30,43,11,22,1/15/16,1/28/17
47760,JAKE,M,11/1/09 0:00,"Poodle, Toy",Manhattan,10009,106,44,MN50,4,12,27,1/15/16,2/24/17
47761,JAKE,M,1/1/00 0:00,West High White Terrier,Manhattan,10023,107,159,MN14,6,10,27,1/15/16,1/30/17
47762,JAKE,M,8/1/08 0:00,Golden Retriever,Brooklyn,11201,302,7,BK09,33,7,26,1/15/16,2/20/17
47763,JACKSON,M,6/1/12 0:00,Maltese,Queens,11104,402,183,QN31,26,14,12,1/15/16,2/9/17
47764,JAGGER,M,12/1/12 0:00,Labradoodle,Manhattan,10014,102,37,MN24,3,10,27,1/15/16,3/15/17
47765,MAX,M,3/1/12 0:00,Shiba Inu,Bronx,10458,206,389,BX06,15,15,33,1/15/16,11/27/16
47766,IZZY,M,6/1/10 0:00,Shiba Inu,Queens,11355,407,1215,QN62,20,6,16,1/15/16,11/1/16
47767,IVY,F,1/1/12 0:00,Pit Bull,Queens,11413,413,320,QN03,31,5,10,1/15/16,2/12/17
47768,ISIS,F,11/1/10 0:00,Unknown,Queens,11428,413,542,QN34,23,5,14,1/15/16,1/10/17
47769,JACK,M,7/1/09 0:00,Maltese,Brooklyn,11228,,NULL,NULL,,,,1/15/16,2/18/17
47770,JACKSON ,F,1/1/05 0:00,Labrador Retriever,Brooklyn,11201,302,15,BK38,35,8,25,1/15/16,2/28/17
47771,JACK,M,9/1/06 0:00,Puggle,Brooklyn,11219,311,190,BK28,43,10,22,1/15/16,3/8/17
47772,JACKIE,M,1/1/15 0:00,Poodle Crossbreed,Manhattan,10023,107,161,MN12,6,10,29,1/15/16,1/15/17
47773,CHEWBACCA,M,1/1/07 0:00,Pomeranian,Staten Island,10304,502,9602,SI36,50,11,24,1/15/16,1/23/17
47774,CHESTER,M,5/1/11 0:00,Unknown,Staten Island,10314,501,18901,SI07,50,11,24,1/15/16,2/16/17
47775,CHESTER,M,10/1/07 0:00,Havanese,Brooklyn,11201,306,45,BK33,39,7,26,1/15/16,2/10/17
47776,HOVA,M,7/1/13 0:00,German Shepherd Crossbreed,Staten Island,10301,501,75,SI35,49,11,24,1/15/16,2/13/19
47777,HUNTER ,M,7/1/14 0:00,Havanese,Bronx,10472,209,72,BX55,18,15,32,1/15/16,2/11/17
47778,ISAAC ,M,1/1/04 0:00,Pug,Manhattan,10023,107,159,MN14,6,10,29,1/15/16,2/28/17
47779,CHARLOTTE,F,6/1/10 0:00,German Shepherd Dog,Brooklyn,11218,312,492,BK41,40,10,17,1/15/16,2/7/17
47780,CHELSEA,F,7/1/05 0:00,Shetland Sheepdog,Queens,11364,411,1435,QN46,23,6,11,1/15/16,2/9/17
47781,CHARLIE,M,7/1/07 0:00,Golden Retriever,Queens,11411,413,53401,QN33,27,5,14,1/15/16,12/22/17
47782,CHARLIE,M,7/1/11 0:00,Unknown,Brooklyn,11229,315,584,BK25,48,11,17,1/15/16,12/31/16
47783,CHARLIE,M,5/1/10 0:00,Boston Terrier,Manhattan,10022,106,108,MN19,4,12,28,1/15/16,3/10/17
47784,CHACO,M,1/1/06 0:00,Chihuahua,Bronx,10462,209,21001,BX46,18,14,32,1/15/16,7/2/16
47785,CHAMP,M,10/1/13 0:00,Shih Tzu,Brooklyn,11235,315,626,BK17,48,9,19,1/15/16,12/13/16
47786,SARAH,F,8/1/09 0:00,Shih Tzu,Manhattan,10028,108,14801,MN40,4,12,28,1/15/16,2/24/17
47787,SAMSON ,M,1/1/03 0:00,Unknown,Queens,11690,,NULL,NULL,,,,1/15/16,1/30/17
47788,SANCHO,M,10/1/02 0:00,Lhasa Apso,Brooklyn,11218,312,500,BK40,39,9,21,1/15/16,12/29/16
47789,SANDY,F,4/1/10 0:00,Shih Tzu,Brooklyn,11236,317,930,BK96,45,8,21,1/15/16,1/15/17
47790,SANTINO,M,11/1/08 0:00,Maltese,Staten Island,10312,503,17008,SI48,51,11,24,1/15/16,2/18/17
47791,SAMMIE,M,8/1/11 0:00,Unknown,Brooklyn,11225,309,327,BK60,40,9,20,1/15/16,11/22/16
47792,SAM,M,8/1/14 0:00,Dachshund,Staten Island,10306,503,12806,SI25,50,11,24,1/15/16,2/4/17
47794,SAATCHI,F,11/1/15 0:00,Maltese,Manhattan,10011,104,83,MN13,3,10,27,1/15/16,1/15/17
47795,RUSTY,M,6/1/02 0:00,Yorkshire Terrier,Queens,11358,411,1139,QN48,19,6,11,1/15/16,2/10/17
47796,RUSTY,M,7/1/12 0:00,Chihuahua,Queens,11373,404,683,QN29,25,6,16,1/15/16,1/18/17
47797,RUSTY,M,8/1/07 0:00,Unknown,Brooklyn,11210,318,744,BK58,45,9,17,1/15/16,2/13/17
47798,RUDOLPH,M,8/1/14 0:00,Bichon Frise,Queens,11373,404,469,QN29,25,14,13,1/15/16,1/15/17
47799,RUFUS,M,1/1/02 0:00,Unknown,Brooklyn,11238,302,231,BK69,35,8,25,1/15/16,1/30/17
47800,RUFUS ,M,10/1/12 0:00,Unknown,Brooklyn,11215,306,119,BK37,39,7,20,1/15/16,1/28/17
47801,SEARGENT,M,8/1/15 0:00,German Shepherd Dog,Brooklyn,11219,312,232,BK88,44,10,17,1/15/16,1/15/17
47802,SENSAY,M,3/1/07 0:00,Unknown,Staten Island,10305,502,11201,SI36,50,11,24,1/15/16,3/7/17
47803,SCOUT,F,8/1/12 0:00,Unknown,Manhattan,10075,108,140,MN40,4,12,28,1/15/16,3/12/17
47804,MOLLY ,F,5/1/10 0:00,Chihuahua,Staten Island,10312,503,17005,SI01,51,11,24,1/15/16,12/30/16
47805,MOLLY,F,12/1/08 0:00,Unknown,Manhattan,10025,107,181,MN12,7,10,30,1/15/16,2/6/17
47806,SASSZ,F,7/1/13 0:00,Yorkshire Terrier,Manhattan,10021,108,128,MN40,4,12,28,1/15/16,2/7/17
47807,SASSY,F,11/1/12 0:00,Miniature Pinscher,Manhattan,10002,103,1002,MN28,2,7,26,1/15/16,3/11/17
47808,MONTE,M,2/1/09 0:00,"Pointer, German Shorthaired",Manhattan,10065,108,110,MN31,4,12,28,1/15/16,2/9/17
47809,SHELBY,F,11/1/06 0:00,Golden Retriever,Manhattan,10024,107,163,MN12,6,10,29,1/15/16,1/15/17
47810,SHELBY ,F,7/1/08 0:00,Golden Retriever,Queens,11103,401,6502,QN70,22,12,12,1/15/16,2/17/17
47811,SHAMROCK,M,11/1/11 0:00,Labrador Retriever,Queens,11379,405,507,QN21,30,6,15,1/15/16,2/18/17
47812,SIGGY,M,8/1/15 0:00,Jack Russell Terrier,Queens,11365,408,1347,QN41,23,6,11,1/15/16,1/15/17
47813,JAYJAY ,M,11/1/13 0:00,Pit Bull,Bronx,10462,211,22403,BX49,13,14,34,1/15/16,3/29/17
47814,JASPER ,M,7/1/03 0:00,Unknown,Manhattan,10014,102,75,MN23,3,10,27,1/15/16,2/28/17
47815,JEFFERSON,M,6/1/13 0:00,Beagle,Manhattan,10023,107,159,MN14,6,10,29,1/15/16,1/15/17
47816,JERRY,M,6/1/09 0:00,Labrador Retriever,Queens,11436,412,186,QN76,28,5,10,1/15/16,2/11/17
47817,COCO,F,9/1/12 0:00,Cotton De Tulear,Manhattan,10065,108,122,MN40,4,12,28,1/15/16,12/28/16
47818,COCO,F,4/1/14 0:00,Cocker Spaniel,Manhattan,10026,110,20102,MN11,9,13,30,1/15/16,7/22/16
47819,COCO,M,12/1/10 0:00,Unknown,Queens,11418,409,24,QN54,32,7,10,1/15/16,11/27/16
47820,JASMINE,F,10/1/14 0:00,German Shepherd Dog,Manhattan,10021,108,134,MN31,5,12,28,1/15/16,1/16/17
47821,JANUARY ,F,5/1/13 0:00,Pomeranian,Bronx,10471,208,323,BX22,11,16,34,1/15/16,1/17/17
47822,CLOVER,F,11/1/06 0:00,Yorkshire Terrier,Brooklyn,11225,309,213,BK63,35,9,21,1/15/16,1/7/17
47823,CINNAMON,F,2/1/13 0:00,French Bulldog,Manhattan,10002,103,202,MN28,2,7,26,1/15/16,1/15/18
47824,JUNIOR,M,9/1/13 0:00,Boston Terrier,Manhattan,10039,110,23502,MN03,9,13,30,1/15/16,12/1/16
47825,MILLIE,F,10/1/07 0:00,Cavalier King Charles Spaniel,Staten Island,10312,503,17011,SI01,51,11,24,1/15/16,2/14/17
47826,MILLIE,F,3/1/09 0:00,"Welsh Corgi, Pembroke",Manhattan,10014,102,75,MN23,3,10,27,1/15/16,2/9/17
47827,JUNIOR,M,1/1/14 0:00,Dachshund Crossbreed,Brooklyn,11234,318,69601,BK45,46,8,19,1/15/16,1/15/17
47828,JUNIOR,M,10/1/13 0:00,Boxer,Manhattan,10009,106,44,MN50,4,12,27,1/15/16,1/23/17
47829,JOEY ,M,1/1/06 0:00,American Eskimo dog,Queens,11357,407,973,QN49,19,3,11,1/15/16,1/30/17
47830,JETER,M,11/1/09 0:00,Unknown,Staten Island,10306,503,12805,SI25,50,11,24,1/15/16,2/16/17
47831,MOJO,M,10/1/05 0:00,"Welsh Corgi, Pembroke",Manhattan,10025,107,181,MN12,6,10,30,1/15/16,1/28/17
47832,MISTY,F,10/1/15 0:00,Pekingese,Manhattan,10065,108,11402,MN40,4,12,28,1/15/16,1/15/17
47833,MITZY,F,4/1/10 0:00,Poodle,Brooklyn,11217,306,71,BK38,33,7,25,1/15/16,1/16/17
47834,MOBE ,M,12/1/14 0:00,Shih Tzu Crossbreed,Manhattan,10022,106,108,MN19,4,12,28,1/15/16,2/23/17
47835,MO,M,8/1/13 0:00,Boston Terrier,Staten Island,10301,501,39,SI08,49,11,23,1/15/16,1/15/18
47836,PRINCE,M,8/1/12 0:00,Labrador Retriever Crossbreed,Bronx,10467,207,42901,BX43,11,13,36,1/15/16,10/30/20
47837,PRECIOUS,M,1/1/06 0:00,Yorkshire Terrier,Queens,11419,410,104,QN55,28,5,10,1/15/16,2/28/17
47838,PRINCESS,F,4/1/11 0:00,Shih Tzu,Bronx,10461,211,254,BX37,13,14,34,1/15/16,2/23/17
47839,TEDDY,M,11/1/08 0:00,Unknown,Queens,11370,403,30904,QN28,22,14,13,1/15/16,2/18/17
47840,MACKENZIE,F,11/1/13 0:00,"Poodle, Miniature",Brooklyn,11205,302,197,BK69,35,8,25,1/15/16,11/24/16
47841,PRADA,F,10/1/14 0:00,Pomeranian,Brooklyn,11235,315,626,BK17,48,9,19,1/15/16,1/28/17
47842,TOBY,M,9/1/10 0:00,Shih Tzu,Bronx,10473,209,28,BX09,17,15,34,1/15/16,1/27/17
47843,TOBY,M,7/1/12 0:00,"Poodle, Miniature",Staten Island,10306,503,138,SI25,50,11,24,1/15/16,2/23/17
47844,TJ,M,10/1/08 0:00,Unknown,Bronx,10474,202,117,BX27,17,15,32,1/15/16,1/29/18
47845,TIGER,F,3/1/15 0:00,Pit Bull Mix,Bronx,10455,202,83,BX33,17,15,32,1/15/16,1/15/17
47846,TESSA,F,11/1/03 0:00,Beagle,Brooklyn,11218,312,494,BK41,40,10,17,1/15/16,1/15/17
47847,TESS,F,5/1/07 0:00,Newfoundland,Staten Island,10302,501,251,SI28,50,11,24,1/15/16,2/12/17
47848,LUIGI,M,6/1/14 0:00,Shih Tzu,Queens,11370,403,30904,QN28,22,14,13,1/15/16,1/15/17
47849,EMMI,F,7/1/15 0:00,Belgian Malinois,Brooklyn,11234,318,680,BK58,46,8,19,1/15/16,1/15/17
47850,ELSIE,F,8/1/11 0:00,Unknown,Queens,11372,403,285,QN28,25,14,13,1/15/16,2/15/17
47882,MADISON ,F,2/1/12 0:00,Shih Tzu,Bronx,10457,206,371,BX17,17,15,33,1/15/16,1/7/18
47851,ELIZABETH ,F,11/1/11 0:00,Yorkshire Terrier,Brooklyn,11220,,NULL,NULL,,,,1/15/16,2/8/17
47852,ELA,F,11/1/14 0:00,Maltese,Queens,11109,402,1,QN31,26,12,12,1/15/16,3/9/17
47853,DOT,F,9/1/09 0:00,Unknown,Manhattan,10025,107,181,MN12,6,10,30,1/15/16,2/17/17
47854,DUE ,M,1/1/04 0:00,Unknown,Manhattan,10022,106,8603,MN19,4,12,28,1/15/16,2/28/17
47855,BELLA,F,6/1/15 0:00,Pug,Bronx,10454,201,25,BX39,8,15,29,1/15/16,1/15/17
47856,BEN,M,6/1/14 0:00,Golden Retriever,Staten Island,10314,501,151,SI07,50,11,24,1/15/16,2/9/17
47857,BENJAMINA,F,7/1/08 0:00,Unknown,Manhattan,10025,107,195,MN09,7,10,31,1/15/16,12/14/17
47858,DORI,F,11/1/11 0:00,Unknown,Queens,11375,406,71303,QN17,29,6,16,1/15/16,12/27/16
47859,BELLA,F,5/1/15 0:00,Chihuahua,Queens,11103,401,149,QN70,22,12,12,1/15/16,1/15/18
47860,BELLA ,F,1/1/12 0:00,Shih Tzu,Bronx,10456,203,133,BX35,16,15,32,1/15/16,12/27/16
47861,BELLA,F,10/1/07 0:00,Pomeranian,Queens,11432,408,472,QN06,24,5,14,1/15/16,2/12/17
47862,BEAR,M,6/1/11 0:00,Unknown,Manhattan,10023,107,149,MN14,6,10,27,1/15/16,9/19/17
47863,BEBE ,F,1/1/02 0:00,Unknown,Manhattan,10003,106,48,MN21,2,12,28,1/15/16,12/30/16
47864,BEAUTY,F,9/1/11 0:00,Labrador Retriever Crossbreed,Brooklyn,11234,318,706,BK45,46,8,19,1/15/16,1/23/17
47865,BENNY,M,2/1/13 0:00,Brittany Spaniel,Manhattan,10009,106,44,MN50,4,12,27,1/15/16,1/15/17
47866,BENNY,M,2/1/13 0:00,Unknown,Brooklyn,11224,313,354,BK23,48,8,23,1/15/16,1/15/17
47867,BLUE,F,11/1/12 0:00,Unknown,Staten Island,10306,503,13204,SI25,51,11,24,1/15/16,1/27/17
47868,BONEY,M,7/1/10 0:00,Shih Tzu,Brooklyn,11229,315,552,BK44,48,9,17,1/15/16,1/25/17
47869,BLUE,M,5/1/09 0:00,Weimaraner,Manhattan,10028,108,136,MN32,5,12,28,1/15/16,3/9/17
47870,BOB,M,5/1/14 0:00,Australian Shepherd,QUEENS,11004,413,157902,QN44,23,3,11,1/15/16,2/9/17
47871,MASON,M,1/1/11 0:00,Border Terrier,Manhattan,10003,106,64,MN21,2,12,27,1/15/16,1/5/17
47872,MARTY,M,11/1/15 0:00,Chihuahua,Queens,11109,402,1,QN31,26,12,12,1/15/16,1/15/17
47873,MARTIN,M,11/1/14 0:00,Labrador Retriever,Manhattan,10003,103,38,MN22,2,12,27,1/15/16,2/15/17
47874,MARLEY,M,4/1/10 0:00,"Poodle, Standard",Manhattan,10065,108,11402,MN40,4,12,28,1/15/16,2/18/17
47875,MARLEY ,M,8/1/14 0:00,Shih Tzu,Bronx,10458,206,389,BX06,15,15,34,1/15/16,1/5/17
47876,MAMBOKING ,M,2/1/07 0:00,Yorkshire Terrier,Manhattan,10034,112,295,MN01,10,13,31,1/15/16,1/15/17
47877,MARIE,F,1/1/07 0:00,Pug,Brooklyn,11223,311,400,BK29,47,11,22,1/15/16,1/21/17
47878,MAISIE,F,1/1/14 0:00,American Staffordshire Terrier ,Manhattan,10075,108,132,MN31,5,12,28,1/15/16,1/15/17
47879,MAIZIE,F,4/1/07 0:00,"Dachshund, Long Haired Miniature",Queens,11375,406,71305,QN17,29,6,16,1/15/16,2/18/17
47880,MAGNET,M,7/1/13 0:00,Vizsla,Brooklyn,11204,311,264,BK28,43,10,22,1/15/16,1/15/17
47881,HERSHEY,F,1/1/99 0:00,Dachshund Smooth Coat,Queens,11412,412,532,QN34,27,5,14,1/15/16,1/30/17
47883,HAZEL,F,1/1/10 0:00,Poodle,Brooklyn,11222,301,571,BK76,33,12,26,1/15/16,2/4/17
47884,HEIDI,F,10/1/14 0:00,Miniature Pinscher,Manhattan,10075,108,132,MN31,5,12,28,1/15/16,1/15/17
47885,HENRY,M,5/1/13 0:00,Saint Bernard,Staten Island,10301,501,16901,SI07,49,11,24,1/15/16,2/25/17
47886,TUCKER,M,8/1/09 0:00,Golden Retriever,Manhattan,10021,108,126,MN31,4,12,28,1/15/16,11/25/17
47887,TUCKER,M,7/1/07 0:00,Labrador Retriever,Manhattan,10040,112,281,MN35,10,13,31,1/15/16,2/26/17
47888,RAKKI,M,7/1/12 0:00,Unknown,Manhattan,10128,108,16001,MN40,4,12,29,1/15/16,12/28/16
47889,MAX,M,10/1/08 0:00,Wheaton Terrier,Bronx,10462,210,20601,BX59,18,14,34,1/15/16,2/11/17
47890,MAX,M,12/1/11 0:00,German Shepherd Crossbreed,Brooklyn,11207,305,1128,BK85,42,8,19,1/15/16,11/16/16
47891,REESES,M,1/1/07 0:00,Cocker Spaniel,Staten Island,10309,503,20801,SI32,51,11,24,1/15/16,11/18/17
47892,RICK,M,9/1/15 0:00,Yorkshire Terrier,Staten Island,10312,503,17008,SI48,51,11,24,1/15/16,1/15/17
47893,RIVER,M,8/1/12 0:00,Pit Bull Mix,Brooklyn,11222,301,591,BK76,33,12,26,1/15/16,1/15/17
47894,ROCCO,M,8/1/02 0:00,Pug,Manhattan,10025,107,181,MN12,6,10,30,1/15/16,1/15/17
47895,TONY,M,9/1/07 0:00,Yorkshire Terrier,Queens,11379,405,677,QN21,30,6,15,1/15/16,2/10/17
47896,TONY,M,8/1/11 0:00,Weimaraner,Queens,11357,407,987,QN49,19,3,11,1/15/16,2/17/17
47897,ROCCO,M,7/1/15 0:00,Chihuahua,Manhattan,10010,106,68,MN21,2,12,28,1/16/16,1/16/17
47898,REYA,F,10/1/15 0:00,American Eskimo dog,Brooklyn,11206,301,503,BK90,34,7,18,1/16/16,1/16/17
47899,RICEBALL,M,5/1/15 0:00,Samoyed,Manhattan,10001,104,103,MN13,3,10,27,1/16/16,1/16/17
47900,REESES,F,11/1/11 0:00,Yorkshire Terrier,Brooklyn,11233,303,381,BK61,41,8,25,1/16/16,2/25/21
47901,REESE ,F,9/1/03 0:00,Unknown,Manhattan,10024,107,171,MN12,6,10,31,1/16/16,2/28/17
47902,REX,M,1/1/14 0:00,Pit Bull Mix,Staten Island,10309,503,226,SI11,51,11,24,1/16/16,1/16/17
47903,QUEENIE ,F,1/1/05 0:00,Chihuahua,Manhattan,10029,111,164,MN33,8,13,29,1/16/16,4/29/16
47904,TRUMAN,M,2/1/12 0:00,Labrador Retriever,Manhattan,10014,102,73,MN23,3,10,27,1/16/16,3/7/19
47905,TRUFFLE,M,8/1/10 0:00,Maltese,Brooklyn,11219,310,194,BK30,38,10,22,1/16/16,12/15/16
47906,TUCKER ,M,10/1/11 0:00,Unknown,Manhattan,10016,105,74,MN17,4,12,27,1/16/16,11/15/17
47907,UNKNOWN,F,12/1/14 0:00,German Shepherd Crossbreed,Brooklyn,11218,312,488,BK41,39,10,17,1/16/16,1/16/17
47908,MARTINI-LEONARDO,M,3/1/12 0:00,Yorkshire Terrier,Brooklyn,11234,318,69602,BK45,46,8,19,1/16/16,4/27/17
47909,MARLOWE ,M,1/1/01 0:00,Pug,Brooklyn,11201,,NULL,NULL,,,,1/16/16,12/30/16
47910,MATTIE,F,11/1/14 0:00,Labrador Retriever,Staten Island,10305,501,2001,SI37,49,11,23,1/16/16,1/16/17
47911,HANNAH ,F,10/1/07 0:00,Cotton De Tulear,Manhattan,10075,108,142,MN40,4,12,28,1/16/16,12/23/16
47912,BLUE,M,11/1/15 0:00,Yorkshire Terrier,Queens,11413,413,358,QN66,31,5,14,1/16/16,1/16/17
47913,BONI,M,6/1/11 0:00,Unknown,Bronx,10475,210,46201,BX13,12,16,36,1/16/16,3/5/17
47914,BISCUIT ,M,8/1/09 0:00,Shih Tzu,Brooklyn,11201,302,15,BK38,35,8,25,1/16/16,2/1/17
47915,BENSON,F,1/1/15 0:00,Pointer,Manhattan,10040,112,285,MN35,10,13,31,1/16/16,1/16/17
47916,BASSEL,M,4/1/12 0:00,Italian Greyhound,Manhattan,10033,112,271,MN35,10,13,31,1/16/16,10/16/16
47917,BEAR,M,1/1/15 0:00,Border Terrier,Queens,11377,402,249,QN63,26,14,12,1/16/16,1/16/17
47918,BELLA,F,3/1/13 0:00,Beagle Crossbreed,Staten Island,10305,501,8,SI37,49,11,23,1/16/16,12/26/16
47919,DULCE,F,11/1/11 0:00,Pit Bull Mix,Queens,11102,401,69,QN71,22,12,12,1/16/16,2/6/17
47920,EL ,M,10/1/11 0:00,Chihuahua,Brooklyn,11233,303,295,BK35,36,8,25,1/16/16,1/16/17
47921,ELLIE ,F,7/1/13 0:00,Shih Tzu,Staten Island,10308,503,13203,SI54,51,11,24,1/16/16,1/14/17
47922,EMMA,F,7/1/09 0:00,Cocker Spaniel,Queens,11364,411,129104,QN42,23,6,11,1/16/16,12/20/16
47923,LUCY,F,8/1/15 0:00,French Bulldog,Manhattan,10029,111,164,MN33,8,13,29,1/16/16,1/16/17
47924,LUNITA,F,5/1/11 0:00,Chihuahua,Bronx,10459,202,119,BX27,17,15,32,1/16/16,2/9/17
47925,LUNA,F,1/1/14 0:00,Bull Terrier,Brooklyn,11218,307,50202,BK40,39,9,21,1/16/16,3/9/17
47926,LUNA,F,1/1/14 0:00,Rottweiler Crossbreed,Queens,11415,409,140,QN60,29,6,14,1/16/16,1/16/17
47927,LULU,F,11/1/15 0:00,Labrador Retriever,Queens,11369,,NULL,NULL,,,,1/16/16,1/16/17
47928,TIFFANY ,F,1/1/05 0:00,Yorkshire Terrier,Queens,11354,407,865,QN22,20,6,16,1/16/16,2/28/17
47929,TITO,M,1/1/11 0:00,Chihuahua,Manhattan,10038,101,1502,MN25,1,10,26,1/16/16,10/9/16
47930,TOBIAS,M,12/1/13 0:00,Basset Hound,Manhattan,10010,106,60,MN50,4,12,27,1/16/16,1/16/17
47931,TOM,M,1/1/14 0:00,Pit Bull,Brooklyn,11216,308,221,BK61,35,9,25,1/16/16,1/16/17
47932,PIPPA,F,1/1/13 0:00,"Poodle, Standard",Manhattan,10028,108,136,MN32,5,12,28,1/16/16,12/18/16
47933,MACKEY,M,10/1/06 0:00,Unknown,Manhattan,10025,107,183,MN12,6,10,31,1/16/16,2/3/17
47934,PRUDENCE,F,10/1/09 0:00,Dachshund Smooth Coat,Staten Island,10305,501,8,SI37,49,11,23,1/16/16,3/2/17
47935,PRINCE ,M,11/1/15 0:00,Australian Shepherd,Queens,11385,405,593,QN20,30,6,15,1/16/16,1/16/17
47936,MIMI-LEANDRA,F,1/1/10 0:00,Yorkshire Terrier,Brooklyn,11234,318,69602,BK45,46,8,19,1/16/16,3/3/17
47937,MIMI,F,3/1/14 0:00,Havanese,Queens,11101,401,159,QN70,26,12,12,1/16/16,1/16/17
47938,MILKSHAKE,M,1/1/11 0:00,Shih Tzu,Queens,11433,412,444,QN61,27,5,14,1/16/16,1/16/17
47939,JUSTINE,F,8/1/10 0:00,Labrador Retriever,Manhattan,10028,108,14601,MN32,5,12,28,1/16/16,2/16/17
47940,CHLOE,F,2/1/15 0:00,Chihuahua Crossbreed,Brooklyn,11221,304,397,BK78,37,8,18,1/16/16,1/16/21
47941,CHIQUIS ,F,5/1/13 0:00,Shih Tzu,Manhattan,10032,112,241,MN36,7,13,31,1/16/16,1/31/17
47942,CLEOPATRA,F,8/1/15 0:00,Rottweiler,Brooklyn,11228,310,208,BK30,43,11,22,1/16/16,1/16/17
47943,JAX,M,7/1/14 0:00,Siberian Husky,Brooklyn,11215,307,117,BK37,39,7,20,1/16/16,1/2/17
47944,SCOUT,F,1/1/06 0:00,Jack Russell Terrier,Manhattan,10003,103,42,MN22,2,12,27,1/16/16,1/7/17
47945,SEAMUS ,M,7/1/04 0:00,Unknown,Manhattan,10001,105,95,MN17,3,12,27,1/16/16,2/28/17
47946,MIKE,M,1/1/13 0:00,Schnauzer Crossbreed,Queens,11103,401,117,QN72,22,14,12,1/16/16,1/16/17
47947,RYO,M,4/1/08 0:00,Shiba Inu,Manhattan,10003,102,61,MN23,2,12,28,1/16/16,3/1/17
47948,SABLE,F,9/1/06 0:00,Cocker Spaniel,Queens,11355,407,80301,QN62,20,6,16,1/16/16,12/13/16
47949,SAMSON,M,7/1/10 0:00,Cavalier King Charles Spaniel,Queens,11364,411,129104,QN42,23,6,11,1/16/16,12/20/16
47950,SASHA ,F,11/1/00 0:00,Labrador Retriever Crossbreed,Manhattan,10025,107,181,MN12,6,10,30,1/16/16,2/28/17
47951,CHARLIE ,M,1/1/15 0:00,Yorkshire Terrier,Brooklyn,11203,317,832,BK91,45,9,21,1/16/16,1/16/17
47952,CHASE,M,1/1/10 0:00,Unknown,Brooklyn,11222,301,571,BK76,33,12,26,1/16/16,3/4/17
47953,CHEWY,M,11/1/14 0:00,German Shepherd Dog,Brooklyn,11211,301,527,BK73,34,7,18,1/16/16,3/3/18
47954,MIA,F,4/1/13 0:00,Beagle Crossbreed,Brooklyn,11226,314,506,BK42,40,9,21,1/16/16,1/16/17
47955,MEECHY,F,1/1/14 0:00,"Schnauzer, Miniature",Queens,11368,403,379,QN26,21,14,13,1/16/16,1/16/17
47956,BRUCE,M,5/1/14 0:00,Australian Cattle Dog,Brooklyn,11225,309,213,BK63,35,9,20,1/16/16,1/16/17
47957,BROOKLYNN,F,12/1/14 0:00,Akita Crossbreed,Brooklyn,11236,318,1010,BK50,46,8,19,1/16/16,1/16/17
47958,BROWN ,F,1/1/13 0:00,Australian Terrier,Manhattan,10017,106,92,MN19,4,12,27,1/16/16,1/16/17
47959,BRIT,F,11/1/15 0:00,Cocker Spaniel,Manhattan,10035,111,184,MN34,9,13,30,1/16/16,1/16/17
47960,BUDDY ,M,1/1/05 0:00,Labrador Retriever Crossbreed,Brooklyn,11229,315,574,BK44,48,9,19,1/16/16,2/28/17
47961,DAISY,F,9/1/15 0:00,German Shepherd Crossbreed,Staten Island,10304,501,33,SI08,49,11,23,1/16/16,1/16/17
47962,DAISY,F,7/1/13 0:00,Tibetan Terrier,Brooklyn,11209,310,34,BK31,43,11,22,1/16/16,12/23/16
47963,BUDDY,M,10/1/15 0:00,Maltese Crossbreed,Bronx,10461,,NULL,NULL,,,,1/16/16,1/16/17
47964,DOBBY,M,10/1/14 0:00,French Bulldog,Manhattan,10025,109,19701,MN09,7,10,30,1/16/16,1/16/17
47965,LADY,F,11/1/03 0:00,Beagle,Staten Island,10305,501,8,SI37,49,11,23,1/16/16,3/25/17
47966,DIESEL,M,10/1/15 0:00,Boxer,Manhattan,10019,,NULL,NULL,,,,1/16/16,1/16/17
